SIRUTA LOCALITATE,SIRUTA LOC SUP,COD SIIIR,COD SIIIR SUP,COD SIRUES,COD FISCAL
102197,102160,2362100692,2361102251,,
101948,101902,2361202493,,232510085,17996665
101948,101902,2362100828,2361102355,,
103176,103130,2362101241,2361102102,,
179542,179533,2361102138,,400767880,28432610
179542,179533,2362101173,2361102138,,
179542,179533,2362101164,2361101716,,
179542,179533,2361202516,,231204902,328023312
179542,179533,2362101155,2361101716,,
179542,179533,2361101716,,402002351,28431798
179542,179533,2361200012,,232509878,17857489
179542,179533,2361202552,,232508032,29812685
179542,179533,2361201388,,230365113,11728604
179542,179533,2361102174,,400767854,14176141
101788,101742,2362100846,2361102034,,
179276,179249,2361201994,,408004911,28867682
179276,179249,2361202534,,232513386,19167051
179276,179249,2361201967,,232607319,28236363
179276,179249,2361101684,,400768339,17128587
179276,179249,2361202638,,231131351,33893203
179276,179249,2361202095,,231054242,32388106
179301,179285,2362101051,2361101544,,
100996,100969,2362100941,2361101978,,
103559,103513,2362100466,2361102301,,
103559,103513,2321100767,,2303000,10276616
103559,103513,2362100448,2361102301,,
105963,105936,2362100109,2361102233,,
105963,105936,2362100118,2361102233,,
103461,103443,2362100493,2361101874,,
105179,105160,2361101987,,234000149,4420805
105179,105160,2362100154,2361101987,,
104617,104582,2362100199,2361101526,,
103540,103513,2362100457,2361102301,,
103185,103130,2362102459,2361102102,,
103185,103130,2362102468,2361102102,,
105428,105419,2361101336,,400566391,14095159
105428,105419,2362100181,2361101336,,
105446,105419,2361202611,,234183185,26061907
102204,102160,2361201646,,232615732,1106205
102204,102160,2361102251,,400563818,14136771
105204,105160,2362100163,2361102405,,
101797,101742,2361101603,,400563612,28958713
101797,101742,2362100864,2361101603,,
105589,105570,2362100172,2361100059,,
105589,105570,2361100059,,401136868,14095094
102598,102570,2362100611,2361101467,,
104626,104582,2362100204,2361101526,,
179454,179409,2362100398,2361102043,,
105945,105936,2362100145,2361101309,,
105945,105936,2362100127,2361101309,,
105945,105936,2362100136,2361101309,,
105945,105936,2361101309,,400569111,14118481
179560,179551,2361101838,,400769400,25057371
179560,179551,2361200048,,232531522,21616861
179560,179551,2361202371,,232558154,26752961
179560,179551,2361201239,,232549268,26114882
179560,179551,2361201411,,402103571,18826600
179560,179551,2361201863,,18421715,19042252
179560,179551,2361101612,,402002351,24757350
179560,179551,2361101449,,400767359,11269080
179560,179551,2361102382,,400767361,28958632
179560,179551,2361202181,,231036434,31901571
179560,179551,2361101802,,409000390,30132399
179560,179551,2361201673,,232645579,29481018
179560,179551,2361201361,,232508159,31901610
179560,179551,2361201922,,232631073,28979040
179560,179551,2361202588,,232558403,226786964
179560,179551,2361202362,,232547052,25534225
179560,179551,2361202398,,232685464,30701885
179560,179551,2361202421,,403812296,11702388
179560,179551,2361202014,,232685244,30592109
179560,179551,2361101693,,400767373,28958691
179560,179551,2361201515,,232579354,27412445
179560,179551,2361202294,,23208111,31395318
179560,179551,2361202285,,232685232,30592117
179560,179551,2361102061,,400769412,30132380
179560,179551,2361201845,,232508185,32686862
179560,179551,2361201578,,232508161,31888693
179560,179551,2361201293,,232685220,30592222
179560,179551,2361202127,,232512265,18779966
102632,102605,2362101182,2361102111,,
102552,102543,2362100597,2361102242,,
102552,102543,2361102242,,400567632,13634190
102552,102543,2362100588,2361102242,,
100763,100754,2161101303,,210561999,33561875
92792,92783,2161101443,,210537780,33559611
92792,92783,2162100555,2161101443,,
100861,100852,2161101167,,210561951,33558748
92845,92836,2161101547,,210539960,33563272
92845,92836,2161100894,,210537821,14077810
92881,92872,2161100686,,210537857,33559751
92881,92872,2162100383,2161100686,,
100889,100870,2161101253,,210832063,4365395
100932,100923,2162101592,2161101452,,
100932,100923,2162100112,2161101452,,
100932,100923,2161101452,,210562058,33561018
92916,92907,2161100831,,210537871,33561840
100898,180064,2161100641,,210562022,33560624
101065,101056,2161101511,,210562905,33561212
92676,92658,2162100121,2161101434,,
102268,179784,2161101339,,210563234,33558551
92998,92989,2162100225,2161101063,,
92998,92989,2161101063,,210537986,33561263
93129,93101,2162100261,2161100623,,
101252,101243,2161100867,,210562591,33556259
103880,103862,2162100288,2161101194,,
93030,93021,2161101054,,210537962,33558322
92818,179793,2161100858,,210537807,33561336
105053,105026,2162100392,2161101045,,
93076,93067,2162100311,2161101366,,
93076,93067,2161101366,,210538021,5936970
93003,92989,2162100216,2161101063,,
100718,100709,2162100252,2161101262,,
93110,93101,2161100623,,210538071,33557289
93110,93101,2162101583,2161100623,,
93165,93156,2161101081,,210538124,33558578
93218,93209,2161101113,,210538174,33560691
93227,179971,2161101122,,210538186,33561190
101074,101056,2162100496,2161101511,,
93245,93236,2161101407,,210538198,33558721
102259,102240,2161101321,,210563222,33476010
102650,102641,2161100804,,210568962,33563698
102712,102703,2161100614,,210564109,33560675
93584,93575,2162100175,2161101176,,
93584,93575,2161101176,,210538473,23913494
92710,92701,2161100605,,210539491,14131529
92710,92701,2161101149,,211155826,33556917
92710,92701,2161101416,,210539518,4364756
92710,92701,2161100935,,210541547,33560527
92710,92701,2161101375,,210539441,15295147
92710,92701,2162100098,2161101375,,
92710,92701,2161100754,,210240935,13505196
92710,92701,2161100781,,210539506,14131537
92710,92701,2161101312,,210240985,4365166
102767,102749,2162100365,2161101497,,
102776,102749,2162100347,2161101497,,
102758,102749,2161101497,,210569666,4663995
94189,94161,2162100442,2161101425,,
103292,103283,2161100745,,210564824,33560632
93619,93600,2161101131,,210538502,33560489
93637,93628,2161101018,,210538514,33560470
93254,93236,2162100044,2161101407,,
93655,93646,2161101502,,210538538,33556615
102785,102749,2162101574,2161101497,,
93726,93717,2161100908,,210538588,33559794
93744,93735,2161100763,,210538605,33477872
94018,180046,2161100659,,210538801,23860853
100950,100923,2162100103,2161101452,,
94447,94429,2162100501,2161100971,,
93174,93156,2162100139,2161101081,,
103871,103862,2161101194,,210565139,33560705
103979,103960,2161100917,,210565311,33558373
94401,180000,2162100302,2161100718,,
105071,105026,2162100406,2161101045,,
94036,180046,2162100546,2161100659,,
101261,179800,2161100813,,210562606,33558730
94517,94492,2161101538,,210539192,33558519
94483,94456,2161101027,,210539178,33560896
100905,100870,2162100519,2161101253,,
100745,100736,2161101104,,210565804,14131545
100745,100736,2162100537,2161101104,,
92827,92783,2162100564,2161101443,,
93263,179980,2161100926,,210538227,33559123
94009,93995,2161100799,,210538796,23860845
94054,94045,2161101488,,210538849,33558624
94198,94161,2162100433,2161101425,,
102730,179999,2161101479,,210564094,33561247
94090,94081,2161100695,,210538904,33558543
104289,104270,2161101529,,210565646,33557343
94116,94107,2161101235,,210538875,33560721
94116,94107,2162100234,2161101235,,
94063,94045,2162100469,2161101488,,
93058,179819,2161100822,,210537974,33559816
100772,100754,2162100374,2161101303,,
94205,94161,2162100415,2161101425,,
94170,94161,2161101425,,210538942,33561964
94410,180000,2161100718,,210539116,33559743
93192,93156,2162100148,2161101081,,
94367,94330,2162100297,2161101384,,
94278,94269,2161100632,,210539037,33559824
104314,179828,2161100035,,210565658,33557360
94303,94269,2162100089,2161100632,,
94349,94330,2161101384,,210539087,33562714
92952,180019,2161100962,,210537924,33560950
94385,94376,2161101217,,210539104,33555881
94438,94429,2161100971,,210539142,33561913
94465,94456,2162100062,2161101027,,
105035,105026,2161101045,,210566822,33561298
105035,105026,2162101565,2161101045,,
92667,92658,2161100944,,210541523,33559760
92667,92658,2161101226,,215419751,11460861
92667,92658,2162100487,2161101226,,
92667,92658,2141100667,,212069397,24500500
92667,92658,2161100727,,210539893,4596780
92667,92658,2161101158,,211269342,33559778
92667,92658,2161100849,,210999926,24553423
92667,92658,2161100998,,210539908,4427960
92667,92658,2131100576,,211291462,11391346
92667,92658,2162100478,2161101226,,
92667,92658,2161101208,,210539568,13533102
92667,92658,2161101556,,211155890,33559786
92667,92658,2161100953,,210959055,4364918
92667,92658,2161100772,,211313442,14493103
92667,92658,2161101072,,210987650,4364977
92667,92658,2121100589,,210537778,4365182
92667,92658,2181100981,,211313466,11391354
92667,92658,2161100876,,210539881,4364993
92667,92658,2161101393,,210539570,13533110
92667,92658,2161101434,,211313492,4365298
92667,92658,2161100591,,210541535,33561026
92667,92658,2171101353,,210542826,4428086
92685,92658,2162100451,2161100849,,
93753,93735,2162100053,2161100763,,
94214,94161,2162100424,2161101425,,
94508,94492,2162100184,2161101538,,
94544,94535,2161101244,,210539219,27438992
93762,179702,2162100338,2161101348,,
93762,179702,2161101348,,210538629,33559832
92774,92765,2161101271,,211227253,4365360
92774,92765,2161100677,,211194391,23960496
92774,92765,2161101298,,210539829,4427935
92774,92765,2161100017,,210539611,18522767
92774,92765,2161101036,,210539647,15277140
100692,100683,2161101289,,211077191,33556852
100692,100683,2162100329,2161100709,,
100692,100683,2161100709,,210568739,14077799
100692,100683,2162100243,2161101262,,
100692,100683,2161101262,,210989177,4364853
100692,100683,2161101185,,210568727,13523672
100692,100683,2161200883,,211323443,27840409
100692,100683,2161101009,,210568789,4364950
100692,100683,2161101099,,210805503,11632770
94697,94688,2161101461,,210539324,23909094
105801,105794,2161100736,,210567539,33561182
94802,94795,2161100026,,210539374,24033463
96076,96058,2262102352,2261105319,547694,
100166,100148,2262103317,2261105138,554099,
95621,95612,2262100273,2261106225,546987,
95621,95612,2262100255,2261106225,547008,
99691,99673,2262100332,2261106614,,
99691,99673,2262100341,2261106614,,
95676,95667,2261105527,,547046,17207451
96352,96334,2262103258,2261106591,547993,
95756,95747,2262101134,2261105839,547204 ,
95756,95747,2261105839,,1147946,17182640
98756,98738,2262103579,2261104544,551669,
95505,100273,2261106089,,554350,17126497
99012,98998,2262103995,2261102714,,
99557,99539,2262102189,2261106157,1325988,
98667,98649,2262101116,2261105486,551463,
95809,95792,2261104761,,547228,17140661
95809,95792,2262100861,2261104761,547292 ,
96735,96717,2262100626,2261106383,548698,
97580,97553,2262103638,2261102705,549915,
97027,97009,2262103136,2261106356,,
97027,97009,2262103127,2261106356,,
95097,95088,2261102533,,554506,17130501
95097,95088,2262103683,2261102533,969749 ,
95881,95872,2261104707,,547333,17130374
95881,95872,2252102917,2271107077,,
95881,95872,2261104657,,1291371,17126470
95881,95872,2262101324,2261104707,1135632,
99129,99101,2262101826,2261105016,552338,
95952,95943,2262100531,2261105866,547503,
95952,95943,2262100567,2261105866,547541 ,
95952,95943,2261105866,,547474,17140793
95417,95391,2262101912,2261106193,,
96744,96717,2262103231,2261106383,,
99076,99058,2262100834,2261105952,552285,
98934,98916,2261105613,,1148299,17179416
97535,97517,2262104137,2261106166,,
97535,97517,2262104119,2261106166,,
97697,97679,2262102117,2261104598,550146,
98701,98685,2262104164,2261105269,,
98701,98685,2262104155,2261105269,,
97795,97777,2262103715,2261104978,550304,
98355,98337,2262106813,2261102628,,
98355,98337,2262106347,2261102628,551102,
98943,98916,2262101491,2261105613,,
98943,98916,2262101482,2261105613,,
100175,100148,2262103294,2261105138,,
100175,100148,2262103335,2261105138,,
96012,96003,2261105884,,547591,17165275
95426,95391,2262103457,2261106632,,
95426,95391,2262103466,2261106632,,
95514,100273,2262104006,2261106089,,
98248,98220,2262103005,2261105821,,
96922,96904,2262100454,2261106546,,
96067,96058,2262102379,2261105319,547711 ,
96067,96058,2261105319,,547668,17140696
99183,99165,2262101654,2261105233,,
99183,99165,2262101645,2261105233,,
99227,99209,2262104078,2261106008,,
95257,95239,2262106926,2261105717,,
100184,100148,2262103285,2261105138,554128,
96085,96058,2262102388,2261105319,,
97624,97606,2262101785,2261104517,,
98391,98373,2262103846,2261102619,,
98131,98113,2262101939,2261104856,,
96165,96147,2261106139,,547797,17166505
95685,95667,2262100386,2261105527,547084,
97633,97606,2262101853,2261102691,,
95961,95943,2262100576,2261105866,,
96129,96110,2262103611,2261105581,,
96129,96110,2262103597,2261105581,1277882 ,
96129,96110,2261105581,,547735,17150193
96753,96717,2262100608,2261106383,3011323,
95523,95499,2261105961,,554362,17140629
97269,97241,2262103014,2261105251,549501,
99316,99290,2262100992,2261104865,552663,
96511,96478,2261104829,,1148067,17155646
98523,98505,2262101351,2261105694,,
99897,99879,2262101039,2261105043,,
96156,96147,2262101722,2261106139,,
95104,95088,2262103706,2261102533,554520,
95319,95293,2261102664,,554788,17533458
95319,95293,2262103751,2261102664,554831,
96977,96940,2262101523,2261104811,549068,
99398,99370,2262102465,2261104743,552807,
99398,99370,2261104743,,552778,17140866
99398,99370,2262102483,2261104743,552845,
97125,97090,2262103353,2261105129,549343,
99325,99290,2262101003,2261104865,552675,
98952,98916,2262103543,2261106415,552039,
98079,100362,2261106234,,550689,17126438
96209,96192,2261104571,,548131,17130471
97955,97919,2262101595,2261106478,550574,
96263,96254,2261105432,,547864,17169323
96021,96003,2262101532,2261105884,,
96343,96334,2261106591,,547981,17182608
96343,96334,2262103249,2261106591,1277894 ,
96343,96334,2262103267,2261106591,548014,
97704,97679,2261106044,,1148146,17140726
96398,96370,2262106799,2261105355,,
96398,96370,2262100712,2261105355,548284 ,
96398,96370,2261105355,,548234,17179432
99986,99968,2262103077,2261106035,,
97964,97919,2261106478,,1148213,17152836
96218,96192,2262102795,2261104571,,
98408,98373,2262103837,2261102619,,
95541,100282,2261100011,,1147922,17145340
96432,96423,2261106297,,548052,17150207
96432,96423,2262103493,2261106297,548090 ,
96487,96478,2261105337,,548313,17155638
96487,96478,2262102004,2261105337,548399,
97134,97090,2262103371,2261105129,549355,
96441,96423,2262103534,2261106297,1148055,
96450,96423,2262103507,2261106297,,
96450,96423,2262103525,2261106297,,
96600,96593,2262101663,2261102732,548480 ,
96600,96593,2261102732,,548454,17169471
99192,99165,2261106053,,552443,17152747
95177,95159,2262106822,2261102569,,
96094,96058,2262102361,2261105319,,
96646,96637,2262100653,2261105649,548545,
96646,96637,2262106781,2261105649,,
96646,96637,2261105649,,548519,14157405
99236,99209,2262106754,2261106008,,
100102,100086,2262101093,2261106695,,
97740,97722,2261105536,,550201,17130420
96673,96664,2261106555,,548595,17145375
97713,97679,2262102126,2261104598,,
96272,96254,2262106772,2261105432,,
97599,97553,2262103629,2261102705,549927,
98541,98505,2262101369,2261105694,551358,
96726,96717,2262103222,2261106383,548765 ,
96726,96717,2261106383,,548674,17145448
95186,95159,2261106487,,554594,17245200
95186,95159,2262102397,2261106487,554661,
95186,95159,2262102402,2261106487,1277806,
96227,96192,2262102777,2261104571,1148005 ,
96227,96192,2262102786,2261104571,548222,
96824,96815,2261105328,,548844,17179378
96824,96815,2262102334,2261105328,548911 ,
96897,96888,2262102456,2261100106,548791,
96897,96888,2261100106,,548789,17130498
96913,96904,2261106546,,548961,17150231
99708,99673,2262104467,2261104693,553435,
99708,99673,2262104476,2261104693,553370,
99708,99673,2261104693,,553332,17150320
95765,95747,2262101143,2261105839,,
98453,98435,2262102809,2261104508,551255,
99334,100308,2262103484,2261104847,552704 ,
99334,100308,2261104847,,552637,17145430
96281,96254,2262101966,2261105296,,
96281,96254,2262101975,2261105296,547943,
97651,97606,2262106885,2261104517,,
98792,98774,2262100427,2261105495,,
98792,98774,2262100436,2261105495,,
96959,96940,2261102596,,549020,17152798
98854,98827,2262100766,2261106062,,
97018,97009,2261106356,,549123,17145324
97018,97009,2262103145,2261106356,549173 ,
99254,99209,2262104069,2261106008,,
95701,95667,2262100368,2261105527,,
97081,100317,2262103787,2261106451,549290 ,
97081,100317,2262103769,2261106451,549252,
97081,100317,2261106451,,549240,17140874
97081,100317,2262103778,2261106451,549288 ,
99263,99209,2262106745,2261106008,,
96833,96815,2262102325,2261105328,548856,
96833,96815,2262102316,2261105328,548923 ,
97072,97063,2261105061,,549214,17130544
97072,97063,2262100888,2261105061,,
97072,97063,2262100879,2261105061,,
100022,100004,2262102212,2261104494,,
100022,100004,2262102198,2261104494,553875,
99343,100308,2262103475,2261104847,552649,
97802,97777,2262103733,2261104978,550299,
95569,95499,2262100807,2261105961,554324,
99717,99673,2262101871,2261105206,553447,
99717,99673,2261105206,,553344,17150304
95435,95391,2262102985,2261104612,969775,
95435,95391,2261104612,,546602,17140564
95578,100282,2262101247,2261100011,554336,
95710,95667,2262100359,2261105527,,
99806,99780,2261104987,,553502,17386110
99806,99780,2262100522,2261104987,553588,
97759,97722,2262103932,2261106433,550213,
97107,97090,2262103362,2261105129,,
97107,97090,2261105129,,549305,17166556
97198,97189,2261105735,,549393,17145405
95328,95293,2262103742,2261102664,554790,
97250,97241,2262103059,2261105251,549549 ,
97250,97241,2261105251,,549484,17223210
97143,97090,2262103344,2261105129,551621,
97330,97321,2261106103,,549563,17140750
97330,97321,2262100151,2261106103,549616 ,
97401,97394,2262104096,2261104684,549692 ,
97401,97394,2261104684,,549666,17182624
100111,100086,2262106849,2261106695,,
97205,97189,2262100513,2261105735,,
98140,98113,2261104856,,550809,17166548
97447,97438,2262101161,2261105798,549812 ,
97447,97438,2252102944,2251105219,,
97447,97438,2261105798,,549795,14153136
99405,99370,2262102031,2261105174,,
99405,99370,2262102022,2261105174,,
99584,100326,2261105744,,553174,17155620
99584,100326,2262106804,2261105744,,
99584,100326,2262100721,2261105744,1325718 ,
98462,98435,2262102818,2261104508,,
98328,98300,2262100698,2261104906,,
95364,95355,2261102637,,222054457,32235641
95364,95355,2262104295,2261102637,,
95364,95355,2252102876,2271107077,,
95364,95355,2261104526,,3011775,7685831
95364,95355,2261105762,,546810,4541130
95364,95355,2261206951,,407829235,28034798 (S.R.L.)
95364,95355,2261100065,,1147908,4541149
100120,100086,2262101107,2261106695,,
100120,100086,2262101066,2261106695,,
100120,100086,2262101084,2261106695,,
97660,97606,2261102691,,549991,17130285
97474,97465,2261105812,,549721,14157383
99628,99600,2262102411,2261102506,552936,
96469,96423,2262103516,2261106297,548088,
96539,96478,2261106112,,548337,17155654
96539,96478,2262106962,2261106112,,
96986,96940,2262102293,2261102596,549032,
95168,95159,2261102569,,554568,17250885
98417,98373,2262103864,2261102619,551188,
95266,95239,2262103819,2261105717,,
97526,97517,2261106166,,549850,17230616
97526,97517,2262104128,2261106166,549886 ,
97991,97919,2262104259,2261100029,550603,
99138,99101,2262101835,2261105016,,
100193,100148,2262103308,2261105138,,
95079,95060,2261104874,,222054330,32215296
95079,95060,2261100472,,222054500,33589213
95079,95060,2262101808,2261104535,545921,
95079,95060,2261205638,,223265845,27330302_pct. lucru
95079,95060,2261106528,,1181851,5051455
95079,95060,2261207097,,,8130073 (fundatie)
95079,95060,2242104398,2241105006,,
95079,95060,2262101794,2261105979,,17140530
95079,95060,2261106727,,545933,17179360
95079,95060,2261106686,,222054378,32215261
95079,95060,2261206987,,,9890697 (fundatie)
95079,95060,2262101401,2261106279,,
95079,95060,2261207043,,222175639,14832064 (fundatie)
95079,95060,2262104024,2261105997,,17140343
95079,95060,2262102976,2261100472,22546339,
95079,95060,2261206508,,222422408,27351810 (fundatie)
95079,95060,2261106623,,222054419,32224243
95079,95060,2262104042,2261102741,,
95079,95060,2261204723,,222377146,26328819 (fundatie)
95079,95060,2262104363,2261105025,,
95079,95060,2261207007,,,30413629
95079,95060,2261205787,,222106846,18982978 (S.R.L.)
95079,95060,2261106641,,222054316,32215245
95079,95060,2262103403,2261105441,545983,
95079,95060,2261205801,,223265792,24147280 (asociatie)
95079,95060,2261106469,,545880,17161001
95079,95060,2262101396,2261106279,,17169358
95079,95060,2261206173,,5517151,27463066
95079,95060,2241105006,,223265871,27683355
95079,95060,2261204388,,,26707863 (asociatie)
95079,95060,2261106442,,1216668,13630024
95079,95060,2261104797,,545830,7347199
95079,95060,2262103172,2261105391,,
95079,95060,2261105979,,545957,11527805
95079,95060,2262100662,2261104802,,17130242
95079,95060,2261205475,,3044203,30728791
95079,95060,2271107077,,545787,4701150
95079,95060,2261207025,,222534768,30126745 (asociatie)
95079,95060,2261102682,,545907,17130269
95079,95060,2261100047,,545775,4541564
95079,95060,2261105441,,546028,13624804
95079,95060,2262103163,2261105391,,
95079,95060,2262101378,2261105382,,
95079,95060,2231104434,,545662,4540801
95079,95060,2261105052,,545725,4541696
95079,95060,2262104101,2261104621,,
95079,95060,2262104051,2261102741,,
95079,95060,2261207016,,222072837,18146050 (asociatie)
95079,95060,2261206268,,223265780,25057444 (asociatie)
95079,95060,2261106659,,545892,17126403
95079,95060,2261100074,,1249835,15707736
95079,95060,2261104996,,1123512,13582067
95079,95060,2262102013,2261105025,,
95079,95060,2261207111,,,24990266 (asociatie)
95079,95060,2261306257,,870649 ,32185497
95079,95060,2261202576,,222393566,26707863 (asociatie)
95079,95060,2262104372,2261105034,,
95079,95060,2262103914,2261105346,,
95079,95060,2261105875,,545751,4701460
95079,95060,2261105025,,1165039,17155611
95079,95060,2261206096,,222068458,18076290_congregatie
95079,95060,2261105753,,1277739,19012308
95079,95060,2261105111,,222054421,32224219
95079,95060,2261104892,,546016,17140467
95079,95060,2242104403,2241105006,,
95079,95060,2261207088,,222632390,32654038 (fundatie)
95079,95060,2261106017,,1181837,4541939
95079,95060,2262103439,2261105441,,
95079,95060,2261105373,,774027,4541904
95079,95060,2261206996,,,9890697 (fundatie)
95079,95060,2261207052,,226015441,4414390 (asociatie)
95079,95060,2262100965,2261104892,,17140440
95079,95060,2262100974,2261104892,,
95079,95060,2262104354,2261106623,,
95079,95060,2261106668,,545701,4701592
95079,95060,2261204714,,3121843,35314154
95079,95060,2261105468,,1103926,7347130
95079,95060,2262103421,2261105441,545866,
95079,95060,2261104788,,1164786,4701428
95079,95060,2261105346,,1325952,17150134
95079,95060,2261207034,,222257504,30713022 (asociatie)
95079,95060,2221104429,,545658,4701614
95079,95060,2261206535,,223265819,24525733 (asociatie)
95079,95060,2261106519,,545660,4541718
95079,95060,2261106311,,546054,7347180
95079,95060,2261205932,,223121870,31418225
95079,95060,2261206589,,220847941,4701126_universitate
95079,95060,2261106121,,1181928,4540070
95079,95060,2261106365,,1277870,4541700
95079,95060,2261105391,,1249847,17150142
95079,95060,2261105156,,1164798,4540755
95079,95060,2262101419,2261106279,,
95079,95060,2261104969,,222054380,32215229
95079,95060,2281106497,,546561,4540739
95079,95060,2262100395,2261105242,545828,
95079,95060,2261105563,,222054328,32240605
95079,95060,2262103398,2261105441,546157,
95079,95060,2262103412,2261105441,,17140513
95079,95060,2262101862,2261106727,,13630059
95079,95060,2261102673,,545672,4701584
95079,95060,2261102741,,222054304,32209626
95079,95060,2261105622,,222054366,32209537
95079,95060,2261104883,,545919,17140475
95079,95060,2262100816,2261106469,,
95079,95060,2262100825,2261106469,,17145170
95079,95060,2261105554,,545763,4540089
95079,95060,2261204587,,222348547,25752106 (S.R.L)
95079,95060,2261104675,,1147867,17130250
95079,95060,2261105726,,545737,4541688
95079,95060,2261104535,,545684,4701541
95079,95060,2261104621,,1291357,7347156
95079,95060,2262100911,2261105988,,
95079,95060,2261106424,,950580,4701568
95079,95060,2261102515,,222054275,32224200
95079,95060,2261105242,,1070741,4701436
95079,95060,2261106071,,1181849,4541920
95079,95060,2261206978,,,4701126_universitate
95079,95060,2261105545,,864365,4701550
95079,95060,2262100956,2261102601,,17145138
95079,95060,2262100463,2261102673,546121,
95079,95060,2261105097,,222054392,32224235
95079,95060,2261106279,,545696,4981417
95079,95060,2261205656,,222605036,31942121 (fundatie)
95079,95060,2261106718,,1181887,4701096
95079,95060,2261105278,,222054287,32234913
95079,95060,2261104639,,844389,4541858
95079,95060,2261207102,,,32177486 (asociatie)
95079,95060,2261105382,,1216656,17140483
95079,95060,2261206327,,223265833,24367765 (asociatie)
95079,95060,2261102601,,546066,17130161
95079,95060,2261105708,,222054299,32216429
95079,95060,2261105997,,545971,17145219
95079,95060,2262103923,2261105346,,
95079,95060,2261106677,,222054354,32209618
95079,95060,2262101586,2261100074,,
95079,95060,2261105034,,222054263,32209553
95079,95060,2261105572,,545713,4701576
95079,95060,2261100092,,546004,5599602
95079,95060,2261104562,,546042,17130188
95079,95060,2261104802,,1325976,13630032
95079,95060,2261204958,,3122500,8123114_congregatie
95079,95060,2261106374,,222054342,32216127
95079,95060,2261204913,,3072432,26050452
95079,95060,2261105988,,546080,17182594
95079,95060,2261105599,,222054407,32215474
95079,95060,2261106564,,99439,4701649
95079,95060,2261105459,,546030,4701479
95079,95060,2262100409,2261102682,,
95079,95060,2261102551,,545854,17140416
95079,95060,2261105165,,792328,4541912
99414,99370,2262102067,2261105174,,
99414,99370,2262102058,2261105174,,
99423,99370,2262102076,2261104743,,
99423,99370,2262102049,2261104743,,
100031,100004,2262102239,2261104494,553851,
100031,100004,2262102474,2261104494,553916,
98275,98257,2262100305,2261106302,3011335,
99496,99478,2262106736,2261106216,,
97562,97553,2261102705,,549941,17150258
98710,98685,2262104146,2261105269,,
97839,97811,2261204759,,223265807,27322423 (asociatie)
97839,97811,2262103959,2261106184,,
97848,100335,2262102094,2261102542,,
99824,99780,2262100124,2261106338,,
98284,98257,2261106302,,550964,17145502
97615,97606,2262102162,2261104517,550055 ,
97615,97606,2261104517,,1218692,14153004
97688,97679,2261104598,,550110,17140734
97688,97679,2262102108,2261104598,550160 ,
95890,95872,2262102275,2261105224,547424 ,
95890,95872,2261105224,,547357,17130404
96307,96254,2262101957,2261105296,1232038 ,
96307,96254,2262101948,2261105296,997461,
96307,96254,2261105296,,547888,17169307
98961,98916,2262101505,2261105613,,
97456,97438,2262101152,2261105798,549824,
97731,97722,2261106433,,550196,17130439
100237,100219,2262100671,2261105192,554221,
96566,96478,2262101984,2261105337,548375,
96851,96815,2262102836,2261105604,548935 ,
96851,96815,2261105604,,548868,17192008
98621,98603,2262101292,2261102524,551803,
97786,97777,2261104978,,550275,17166564
97786,97777,2262103724,2261104978,550287,
95836,95792,2262102863,2261104666,,
97367,97321,2262100142,2261106103,549604,
96762,96717,2262103199,2261106383,,
96762,96717,2262103213,2261106383,,
98159,98113,2262101921,2261104856,,
96030,96003,2262101541,2261105884,,
96138,96110,2262103588,2261105581,547759,
99904,99879,2262101021,2261105043,,
97820,97811,2261106184,,550354,14153128
97820,97811,2262103941,2261106184,550419,
97884,97875,2262101898,2261100038,550495,
97884,97875,2261100038,,550457,17130480
97884,97875,2262101903,2261100038,550483,
97928,97919,2261100029,,550524,17152828
97928,97919,2262104223,2261100029,969945 ,
97928,97919,2261104734,,832037,4541890
98060,98051,2262101202,2261105685,550720 ,
98060,98051,2261105685,,550677,14157391
99432,99370,2262106894,2261105174,,
98122,98113,2262102307,2261105364,550782,
98122,98113,2261105364,,550770,17165267
98177,98168,2262102257,2261104933,,
98177,98168,2262102266,2261104933,,
98630,98603,2262101306,2261102524,551853,
98630,98603,2262101283,2261102524,551815,
98211,98202,2261106573,,550902,17169455
98211,98202,2262101256,2261106573,550914 ,
98239,98220,2262106935,2261105821,,
98239,98220,2262102994,2261105821, 550940,
98239,98220,2261105821,,550926,14152998
98266,98257,2262100314,2261106302,551009 ,
98186,98168,2262102248,2261104933,550885 ,
98186,98168,2261104933,,1148237,17150177
95907,95872,2262101315,2261104707,,
97508,97465,2262101188,2261105812,,
98471,98435,2262102827,2261104508,551279,
99959,99922,2262101776,2261105183,553758,
99959,99922,2262101767,2261105183,1103847,
95195,95159,2262101428,2261102569,,
96389,96370,2261106148,,1148031,17161044
99085,99058,2262104033,2261106288,,
98319,98300,2261104906,,551047,17145383
95408,95391,2261202644,,4000369,9819867 (fundatie)
95408,95391,2261104603,,222054433,32215431
95408,95391,2261105287,,244242,4541475
95408,95391,2261104648,,1189724,7347148
95408,95391,2262104309,2261102655,,
95408,95391,2262104327,2261104603,,
95408,95391,2261106193,,546614,17130331
95408,95391,2261106392,,1034840,4701282
95408,95391,2262104318,2261104603,,
95408,95391,2261102655,,222054445,32215458
95408,95391,2262104336,2261104603,,
95408,95391,2262101704,2261104648,,17145278
95408,95391,2261105943,,546688,4541432
95408,95391,2261206241,,3122598,27152272
95408,95391,2261105771,,1189712,13323054
95408,95391,2261105676,,546573,5051390
