latitude,longitude,id,name,old_name,addr:housenumber,addr:street,siruta
44.4141776,26.1112917,1702354192,SCOALA NR 97,,,,179178
44.661899,24.2626601,1705440489,NICOLAE BALCESCU,,,,167990
46.7537414,23.59439,1708879226,LICEUL DE INFORMATICA TIBERIU POPOVICIU,,140 142,Calea Turzii,54984
44.1802006,28.6380842,1710072497,INSTITUTUL PENTRU DEZVOLTAREA RESURSELOR UMANE IDRU,,46,Strada I G Duca,60428
44.8664996,26.5506863,1723326510,SCOALA BOLDESTI,,,,132388
46.925456,21.6932179,1731181823,ATANASIE MARIENESCU,,,,0
47.2409774,27.5321584,1735651786,,,,,98587
47.3035906,27.547956,1736011623,,,,,98532
44.4491455,26.991584,1768898160,CAMBRIDGE SCHOOL,,,,0
46.930011,21.6983671,1769846305,GRUPUL SCOLAR ATANASIE MARIENESCU CLASELE I IV,,,,0
46.932101,21.6945466,1769846309,GRUPUL SCOLAR SEVER BOCU,,,,0
45.1790554,25.6644404,1778296231,SCOALA AJUTATOARE SPECIALA,,,,131121
44.7210439,25.3205287,1805891024,SCOALA NR 6,,,,65690
46.9387934,26.3580729,1813499593,COLEGIUL TEHNIC,,,,120735
44.1643699,28.4806641,1815674221,SCOALA GENERALA,,,,63134
45.8379711,27.6901259,1817555497,SCOALA GIMNAZIALA VALEA MARULUI,,,,77484
44.6215767,26.1020358,1817667482,GRADINITA CU PROGRAM PRELUNGIT,,,,100978
44.6105945,26.740995,1817672108,SCOALA NR 1 BALOTESTI,,,,0
47.139133,22.5126761,1830284023,,,,,31388
47.685086,27.8069545,1837409635,,,,,0
45.5094435,26.4427769,1862822058,,,,,47140
45.1620227,25.8192264,1871273654,,,,,135832
47.1393656,24.4970115,1880771883,UNIVERSITATEA BABES BOLYAI CLUJ NAPOCA, Extensia Universitara Bistrita,Apollo,3 5,32401
45.4310077,28.201991,1881043505,LICEUL AUTO TRAIAN VUIA,,,,0
45.2873846,26.6736176,1881107483,,,,,45110
47.6748683,22.6573644,1883120455,,,,,138262
46.3052921,23.1257043,1885430106,SCOALA PRIMARA,,,,6770
46.3049161,23.1261452,1885430108,,,,,6770
45.9576144,23.5671152,1889140406,SCOALA GENERALA NR 2,,,,1883
45.9564135,23.5728122,1889143299,SCOALA GENERALA NR 3,,,,1883
45.238896,23.2715272,1891474652,LICEUL CU PROGRAM SPORTIV,Scoala Generala Nr 14,100,Strada 23 August,0
45.374953,23.2727873,1893278640,SCOALA GENERALA CONSTANTIN SAVOIU,Scoala Generala Nr 8,27,Strada Unirii,87184
45.383051,23.27592,1893281701,SCOALA GENERALA ALEXANDRU STEFULESCU,Scoala Geberala Nr 4,32,Calea Eroilor,0
45.476744,23.2749114,1893288138,SCOALA GENERALA SFANTUL NICOLAE,Scoala Generala Nr 6,56,Strada 11 Iunie 1848,0
45.513842,23.2825951,1893293310,SCOALA GENERALA ECATERINA TEODOROIU,Scoala Generala Nr 2,88,Bulevardul Ecaterina Teodoroiu,0
45.364367,23.2551966,1893313099,SCOALA GENERALA VOIEVOD LITOVOI,Scoala Generala Nr 5,86,Calea Severinului,87200
45.286749,23.272113,1893344901,SCOALA GENERALA GHEORGHE TATARASCU,Scoala Generala Nr 1,47,Strada 23 August,0
45.28129,23.2707127,1893347667,COLEGIUL NATIONAL ECATERINA TEODOROIU,Liceul Ecaterina Teodoroiu,25,Strada 1 Decembrie 1918,0
45.26253,23.2742947,1893352610,SCOALA GENERALA POMPILIU MARCEA,Scoala Generala Nr 11,4,Strada Mioritei,0
45.310537,23.2785377,1893358474,LICEUL TEOLOGIC,Scoala Generala Nr 13,23,Strada Alexandru Ioan Cuza,0
45.316122,23.2689062,1893362995,COLEGIUL TEHNIC NR 2,Liceul Nr 2,132 134,Strada Victoriei,0
45.51958,23.279953,1893367003,COLEGIUL TEHNIC ION MINCU,Liceul Nr 4,3,Strada Locotenent Colonel Dumitru Petrescu,0
45.533928,23.2790543,1893377212,COLEGIUL TEHNIC GENERAL GHEORGHE MAGHERU,Liceul Nr 1,3,Strada Locotenent Colonel Dumitru Petrescu,0
45.568792,23.2883616,1893386229,COLEGIUL TEHNIC HENRI COANDA,Liceul Nr 5,2,Strada Islaz,0
45.661919,23.2938473,1893391760,COLEGIUL AUTO TRAIAN VUIA,Liceul Nr 3,342,Bulevardul Ecaterina Teodoroiu,0
45.287063,23.2706579,1893404150,COLEGIUL ENERGETIC NR 1,Liceul Energetic,11,Aleea 23 August,0
45.516874,23.2337786,1893429755,GRUPUL SCOLAR BARSESTI,Liceul Agricol,8,Strada Bârsesti,0
45.7008193,25.4378991,1895162525,,,,,40250
45.7005121,25.4385857,1895162552,,,,,40250
44.7597238,24.7381267,1906492093,,,,,18634
47.4211618,26.2196766,1907126805,,,,,146913
46.1099018,24.6480657,1907412112,,,,,144768
45.404964,24.690407,1910350465,,,,,0
47.4653428,26.1444372,1912858637,,,,,147795
46.934956,26.3743057,1923457126,SCOALA NR 7,,,,120735
44.440611,26.1536172,1924882811,GRUP SCOLAR INDUSTRIAL SFANTUL PANTELIMON,,12A,Strada Hambarului,179150
45.5020199,27.4846139,1925159431,SCOALA MAICANESTI,,,,176622
45.1370034,25.6347776,1931345766,GRADINITA,,,,134906
47.2558798,23.3510019,1932215504,SCOALA GIMNAZIALA,,,,142783
43.7997388,24.785605,1933725619,SCOALA NUMARUL 3,,,,0
43.7978882,24.666939,1933728782,GRUP SCOLAR AGRICOL,,219,Petre Banita,0
47.4580667,26.2973083,1948744763,,,,,146548
47.4593579,26.2987883,1948744766,,,,,146548
47.2262997,27.6376155,1951440355,SCOALA ARON VODA,,,,95774
45.9593123,23.5612315,1960865405,SCOALA GENERALA NR 1,,,,1883
45.9525397,23.5700345,1960876550,COLEGIUL NATIONAL LUCIAN BLAGA,,,,1883
46.3625445,26.4849817,1961190679,,,,,22175
46.3679194,26.4638888,1961220263,,,,,22175
47.4936999,22.828858,1961350759,,,,,138949
46.9408688,26.3189702,1974994306,,,,,124974
47.1431781,24.5004007,2003446466,SCOALA GENERALA NR 4,,,,32401
45.443864,25.9523887,2013717031,COLEGIUL TEHNIC GHEORGHE LAZAR,,,,0
45.1158212,24.3691762,2018817087,LICEUL HENRI COANDA,,,,167482
47.759939,21.9119511,2034618953,LICEUL LUCIAN BLAGA,,,,0
47.407831,24.1491914,2038190275,,,,,0
45.4475585,23.4199407,2039129643,,,,,87086
47.7403823,26.6515182,2046508513,SCOALA GIMNAZIALA CU CLASELE I VIII NR 17,,,,35740
46.7726568,23.5857466,2048692911,,,,Strada George Baritiu,54984
46.7723482,23.5853229,2048692919,,,,Strada George Baritiu,54984
45.84527,24.3560994,2050553683,LICEUL TEHNOLOGIC GENERAL MAGHERU,,,,0
45.7162631,25.6838561,2088403627,,,,,41097
45.2796354,25.499874,2096756109,,,,,0
46.1765709,23.9230896,2103110422,COMPLEXUL EDUCATIONAL CARITAS BLAJ,,,,1357
45.6752358,26.341003,2104208268,SCOALA GENERALA MIHAIL SADOVEANU,,,,0
45.6738602,26.299244,2104215674,LICEUL MIRCEA ELIADE,,,,0
46.1985162,23.9400193,2114681836,,,,,7357
46.1770096,23.9180205,2119881920,SCOALA CU CLASELE I VIII ,"Toma CociSiu""",,,1357
45.4177809,23.372372,2124945200,SCOALA SPORTIVA,,,,87004
45.4201039,23.372937,2124952988,SCOALA GENERALA AVRAM STANCA,,,,87004
44.2541089,25.439188,2130313811,,,,,0
45.6758476,21.8983719,2142535906,SCOALA GENERALA NR 1,,,,155369
47.1429167,27.599937,2144226844,GRUP SCOLAR RADU CERNATESCU ,,61A,Bulevardul Socola,95079
47.1434233,27.6015775,2144238118,GRUP SCOLAR ANGHEL SALIGNY,,17,Strada Bucium,95079
47.1419757,27.6030597,2144477330,COLEGIUL TEHNIC DE ELECTRONICA SI TELECOMUNICATII IASI,,43,Strada Mihail Sturdza,95079
47.1415231,27.6014609,2144517416,COLEGIUL TEHNIC MIHAIL STURDZA,,2,Strada Mihail Sturdza,95079
47.1613862,27.5613355,2145543307,,,,,95079
47.1684759,27.5515823,2145712853,SCOALA GENERALA NR 3 ALEXANDRU VLAHUTA,,,,95079
47.1685343,27.546883,2145736708,SCOALA GENERALA NR 26 GEORGE COSBUC,,,,95079
45.5686666,28.469828,2146387091,,,,,0
47.1507962,27.5835453,2146678941,SCOALA GENERALA NR 23 TITU MAIORESCU,,,,95079
47.1635323,27.5590246,2146971842,SCOALA GENERALA NR 7 NICOLAE TONITZA,,,,95079
47.160374,27.6092059,2149760059,SCOALA GENERALA NR 22 BP HASDEU,,,,95079
47.1582475,27.6105281,2149763700,SCOALA GENERALA GHEORGHE I BRATIANU,,,,95079
47.157051,27.6177943,2149763851,SCOALA GENERALA IONEL TEODOREANU,,,,95079
47.1620228,27.609431,2149764669,SCOALA GENERALA NR 22 B P HASDEU,,,,95079
47.1653205,27.5858627,2158270377,COLEGIUL DE ARTE OCTAV BANCILA,,,,95079
47.1497587,27.5907741,2159698372,SCOALA GENERALA OTILIA CAZIMIR,,,,95079
45.7934288,23.8845699,2160085881,,,,,145505
45.7911245,23.882751,2160094607,,,,,145505
47.1739485,27.5443228,2160926808,SCOALA GENERALA ELENA CUZA,,,,95079
47.1306735,27.5720773,2161571324,SCOALA GENERALA NR 42,,,,95079
47.1864475,27.5641928,2164506237,LICEUL CU PROGRAM SPORTIV,,,,95079
47.1855498,27.5664421,2164517020,LICEUL DE INFORMATICA GRIGORE C MOISIL,,,,95079
45.1191595,25.6686113,2165247943,,,,,134862
47.1604694,27.5939224,2165794789,SCOALA GENERALA NR 8 CARMEN SYLVA,,,,95079
46.2656591,27.7185571,2171791958,SCOALA GENERALA CLASELE I VIII,,,,167188
46.74535,25.5949972,2172174179,GRUPUL SCOLAR BAROTI SZABO DAVID,,,,0
46.4707517,25.1838816,2172870648,ALTALANOS ISKOLA,,,,84184
46.4723774,25.1848686,2172871444,KORONDI KOZEPISKOLA,,590,Strada Fő,84184
47.1704603,27.5830924,2173841108,SCOALA POSTLICEALA SANITARA DE STAT GRIGORE GHICA VODA,,,,95079
46.3018009,25.2955225,2180740030,SCOALA GIMNAZIALA TAMASI ARON,,,,83142
46.9714112,27.4297025,2184406951,,,,,97884
45.2739694,27.9689783,2193145392,INSPECTORATUL SCOLAR JUDETEAN BRAILA,,172,Strada Alexandru Ioan Cuza,42691
47.1164257,27.5977341,2194606052,SCOALA PRIMARA VISAN,,,,95140
44.1961857,28.6505248,2202254537,FUNDATIA PENTRU PROMOVAREA TEHNOLOGIEI INFORMATIEI SI COMUNICATIEI,,15,Strada TimiSana,60428
45.418175,23.3738962,2209821230,UNIVERSITATEA PETROSANI,,,Strada Universitatii,87004
45.4196962,23.3759615,2209823557,UNIVERSITATEA PETROSANI,,20,Strada Universitatii,87004
47.1650049,27.5774485,2211607650,SCOALA GENERALA NR 31 CORP C COLEGIUL NATIONAL,,,,95079
47.1680843,27.5694525,2212130251,SCOALA GENERALA NR 15 STEFAN BARSANESCU,,,,95079
47.1750866,27.5525903,2217375258,SCOALA GENERALA ION CREANGA,,,,95079
45.7833114,21.2160687,2229384306,FACULTATEA DE AGRONOMIE,,,,155252
44.2115806,22.7696614,2264496594,SCOALA CU CLASELE I IV GARLA MARE,,,,111792
44.2092139,22.7746476,2264496595,SCOALA CU CLASELE V VIII GIRLA MARE,,,,111792
46.4813476,22.4761366,2266683565,SCOALA GENERALA CU CLASELE I VIII NICOLAE BOGDAN,,2A,,27016
47.5951146,25.8566184,2273403967,,,,,149389
47.4814421,27.2062055,2278116800,,,,,99414
45.3851237,26.4352125,2283343409,SCOALA PARASITA,,,,46475
47.1727622,27.5720221,2285946121,FACULTATEA DE PSIHOLOGIE SI STIINTE ALE EDUCATIEI UAIC,,,,95079
47.1723702,27.5718558,2285946540,FACULTATEA DE EDUCATIE FIZICA SI SPORT UAIC,,,,95079
47.3215133,27.95885,2286177895,SCOALA SATU NOU,,,,0
46.942897,27.1832368,2286418183,LICEUL EMIL BOTTA,,,,0
46.948888,27.1821424,2286418187,SCOALA NR 1,,,,0
46.957702,27.1813002,2286418191,SCOALA NR 4,,,,0
47.3197422,27.3873676,2290883225,SCOALA LARGA JIJIA I – VIII,,,,98284
44.1875825,28.6372825,2295415800,CENTRUL DE INSTRUIRE IN INFORMATICA GMB COMPUTERS,,,,60428
46.9706063,27.93498,2302489409,,,,,0
46.9813135,26.5158395,2323943837,SCOALA SPECIALA,,,,124420
46.9846493,26.5111751,2323943839,,,,,124420
44.3884681,26.948658,2353885037,,,,,0
47.72862,27.4317509,2355662328,,,,,0
44.8071633,25.857878,2359085601,,,,,0
45.6909534,27.1840099,2359460848,SCOALA CU CLASELE I VIII DULIU ZAMFIRESCU,,,,174753
46.8321632,27.455944,2362154006,,,,,161865
45.7794247,21.3785345,2365042167,SCOALA GENERALA,,,,158403
46.2101916,27.6481754,2374283074,LICEUL TEORETIC MIHAI EMINESCU,,,,161801
44.407661,26.1192302,2388994813,SCOALA NR 100 ANDREI SAGUNA,,,,179178
44.7488772,21.7900801,2393275523,,,,,52918
45.9284326,24.9293678,2399820516,SCOALA SOARS,,,,41952
45.7739732,24.1261103,2400104981,,,,,143469
47.214363,27.7656907,2408601449,,,,,96012
47.215784,27.7690161,2408601452,,,,,96012
47.268548,27.6692492,2408625574,,,,,97143
47.2308477,22.8045929,2419361972,LICEUL INDUSTRIAL,,,,139893
44.4202375,26.243309,2422522668,SCOALA GENERALA NR 155,,,,0
44.4215025,26.247676,2422522671,SCOALA GENERALA NR 169,,,,0
44.665649,28.6316286,2423005035,SCOALA GIMNAZIALA NR 1 EFORIE NORD,,,,0
44.4511428,26.1065792,2441258025,SCOALA NR 24,,,,179150
44.446211,26.1019992,2449754938,LEXIS SCOLI DE LIMBI STRAINE,,,,179141
44.4809549,26.478252,2450415163,TISHREEN ATAB SCHOOL,,,,0
44.4550798,26.1439904,2451803092,SCOALA GENERALA NR 145,,,,179150
44.4555763,26.1360844,2451808763,SCOALA GENERALA NR 25,,,,179150
44.318053,24.5637002,2456428430,,,,,0
47.8478576,23.9808777,2457827960,,,,,107341
45.5920092,25.4668617,2473103275,SCOALA GENERALA NR 2,,,,40376
47.4634262,27.990193,2478762827,GRADINITA BOROSOAIA,,,,0
46.98651,27.1866052,2482694663,SCOALA NR 2,,,,0
46.101398,27.1802457,2482698156,SCOALA NR 3,,,,174879
44.4441994,26.1318677,2485614281,CLUBUL SCOLAR SPORTIV NR 2,,,,179150
44.4391405,26.1316493,2495694242,INTERNATIONAL BRITISH SCHOOL OF BUCHAREST,,,,179150
44.4390207,26.1324197,2495694243,SCOALA GENERALA NR 85 VASILE BUNESCU,,,,179150
44.4112382,26.1391565,2496498544,SCOALA GENERALA NR 87 MIHAI BOTEZ,,,,179169
44.5962313,26.382224,2519563314,SCOALA NR 1,,,15,0
44.9550618,24.9308242,2521970133,,,,,13310
45.6910912,25.4516456,2555165583,SCOALA GENERALA NR 2,,,,40250
47.1657466,27.1697043,2572552462,,,,,97740
47.1661696,27.1694253,2572552463,,,,,97740
44.443398,26.1641551,2575507117,SCOALA NR 62,,,,179150
44.387587,26.908136,2590629556,COLEGIUL ENERGETIC,,,,93940
46.1223289,22.7908557,2596049931,SCOALA GENERALA MIRCEA SANTIMBREANU,,,Strada Libertatii,87308
45.8380393,23.1957452,2598971530,SCOALA SANITARA POSTLICEALA CAROL DAVILA,,,,87647
45.7033513,27.1733713,2622792336,SCOALA GENERALA NR 7,,,Strada CriSana,174753
44.77116,26.6380418,2627452402,LICEUL NICOLAE BALCESCU,,3,Soseaua Portului,0
44.833469,26.6376504,2627476609,LICEUL NEAGOE BASARAB,,,Strada Mihai Eminescu,0
44.5282876,26.3216,2642106292,SCOALA MOGOSOAIA,,,,0
44.9623856,25.4604165,2643738160,SCOALA GENERALA VIFORATA,,,,65404
46.7853178,23.5714804,2643894190,SCOALA DE AGENTI DE POLITIE SEPTIMIU MURESAN,,89 91,Strada Corneliu Coposu,54984
46.7705765,23.5848194,2644208666,COLEGIUL ECONOMIC IULIAN POP,,,Strada Emil Isac,54984
44.8492822,24.8546303,2647499837,SCOALA GENERALA NR 12,,,,13178
44.8439677,24.8918629,2667242390,SCOALA GENERALA NR 8,,,,13178
44.296453,24.207009,2668508590,,,,,128196
46.72964,20.6254754,2674299816,SCOALA GENERALA NR 2,,,,0
45.952031,24.3607453,2675696096,COLEGIUL ECONOMIC,,,Strada PetriSor,0
45.105622,24.3716316,2675756494,SCOALA GENERALA NR 5,,,Strada Tudor Vladimirescu,167482
45.1056553,24.3733273,2675756497,SCOALA DE APLICATIE PENTRU GENIU SI CAI FERATE PANAIT DONICI,,,Strada Tudor Vladimirescu,167482
46.742976,23.5826514,2687237723,SCOALA GENERALA VASILE GOLDIS,,2,Strada CalaraSilor,54984
47.27935,23.9082219,2698027824,GRUPUL SCOLAR GHERLA,,,,0
47.8100815,25.8208822,2699831180,LICEUL TEHNOLOGIC VASILE GHERASIM,,,,149307
45.4431619,28.548428,2781758986,FAST TRACK KIDS,,10bis,Strada Colonel Nicolae Holban,0
44.6293916,28.4556144,2795793135,,,,Strada Fabricii,61425
47.7379857,26.6746902,2795943519,SCOALA SFANTUL NICOLAE,,20,Strada AS Puskin,35740
46.7794004,23.5874088,2853828361,COLEGIUL TECHNIC ANA ASLAN,,52,Strada Horea,54984
44.4094509,26.1282057,2866042494,SCOALA METROPOLITANA ACADEMIA ROMANA PENTRU COPII,,63 71,Strada esarfei,179169
44.7628603,26.5293497,2877878133,,,,,103979
44.7622928,26.5287969,2877878137,,,,,103979
44.7617558,26.5294782,2877878139,SCOALA GENERALA CLASELE I VIII JILAVELE,,,,103979
44.8231273,22.7478464,2879904606,SCOALA GENERALA CU CLASELE I IV DALBOCITA,,,,112307
44.4465659,26.691735,2886624949,SCOALA GIMNAZIALA URUGUAY,,31,Strada Bihor,0
47.6169734,26.8508275,2898735287,,,,,36578
45.3312874,23.1263949,2901765396,SCOALA GENERALA NR 2,,,,87148
47.5680912,26.1905897,2903352087,SCOALA GENERALA LITENI MOARA,,,,149469
44.3222051,25.9049765,2918314857,,,,,104145
44.3421356,25.9426587,2918332922,SCOALA GENERALA CORNETU,,,,102222
44.1608519,24.5337955,2918455187,,,,,125631
45.831406,24.2580635,2923137062,GRADINITA CU PROGRAM NORMAL SLATIOARELE,,4,Strada Scolii,0
44.9371078,25.5301332,2926142714,,,,,65440
44.1385262,25.3169997,2927610488,,,,,153534
44.1410042,25.3177257,2927610489,,,,,153534
46.5223475,21.5186874,2949733722,,,,,9468
46.5156735,21.5107856,2949733726,,,,,9468
46.5219784,21.5120677,2949733727,,,,,9468
46.5216831,21.5272383,2949733730,,,,,9468
47.7796418,22.8921606,2957018767,SCOALA GIMNAZIALA LUCIAN BLAGA SATU MARE,,51 53,Strada Ion Vidu,136492
47.7790175,22.890349,2957020596,SCOALA ION CREANGA SATU MARE,,6,Strada Somesului,136492
46.1810814,21.3268649,3003901991,,,,,9271
45.247242,28.1340307,3014323836,SCOALA GENERALA GHEORGHE BANEA,,30,Strada Florilor,159749
45.3052353,24.6522278,3037391894,SCOALA GENERALA CORBENI,,,,15750
44.4461898,26.948893,3053046625,,,,,0
46.7722238,23.5876933,3076743833,SCOALA GIMNAZIALA REFORMATA TALENTUM,,2,Strada Victor Deleu,54984
46.542382,23.889031,3080191233,SCOALA PAVEL DAN,,,,55366
46.546063,23.883545,3080199033,,,,,55366
46.536743,23.886728,3081888333,,,,,55366
45.2644395,25.405097,3086246737,COLEGIUL NATIONAL DINICU GOLESCU,,,,0
45.2710125,25.497633,3086254795,LICEUL DAN BARBILIAN,,,,0
45.2723838,25.437711,3088884546,SCOALA GIMNAZIALA OPREA D IORGULESCU,,,,0
45.2762046,25.479024,3090235571,COLEGIUL TEHNIC CAMPULUNG,,,Strada Negru Voda,0
45.274974,25.485569,3090237774,SCOALA GIMNAZIALA NANU MUSCEL,,,,0
44.8001166,22.6056749,3091568258,SCOALA GIMNAZIALA GODEANU,,,,111827
44.7784045,26.6599247,3092002236,,,,,100727
44.9528113,26.7021795,3092002247,,,,,47809
44.8294504,26.8023257,3118032501,SCOALA GENERALA,,,,46929
44.8416324,24.8733223,3131452345,COLEGIUL TEHNIC DIMITRIE DIMA,,,,13178
43.7489401,24.8734204,3202384083,,,,,151692
43.7517592,24.8716448,3202384084,,,,,151692
43.7527931,24.8822967,3204186261,,,,,151692
44.3214351,23.7897982,3228663321,,,,,69919
45.8082374,23.7306674,3248229761,,,,,145284
45.8091386,23.7284708,3248229762,,,,,145284
44.5220622,26.759057,3309157748,LYCEE FRANCAIS DE NOAILLES,,,,0
46.697895,26.1607459,3318238873,,,,,0
45.5621467,25.3272569,3321168807,SCOALA GENERALA NR 3,,115,Strada Mitropolit Ion Metianu,40508
45.856496,22.9538042,3327413890,SCOALA GENERALA SANTUHALM ,,,,86703
44.450634,26.761408,3364637198,SCOALA DE MUZICA SI ARTE PLASTICE 1,,,,0
45.1789833,28.7879544,3369959300,SCOALA GENERALA NR 10,,,,159623
45.1888378,28.778469,3369983009,GRUP SCOLAR ANGHEL SALIGNY,,,,159623
46.9093866,23.8110308,3373334977,,,,,56229
47.5678302,26.617621,3407428782,,,,,0
45.6598269,25.5812915,3457117393,COLEGIUL ECONOMIC ANDREI BARSEANU,,198,Strada Lunga,40205
44.44716,26.929433,3459239893,SCOALA GIMNAZIALA I H RADULESCU GRADINITA,,,,93389
45.6383375,25.5839278,3469583641,COLEGIUL NATIONAL ANDREI SAGUNA,,,,40205
44.8232477,22.9342552,3486178598,,,,,79638
44.4344194,26.1593905,3495740723,GRADINITA CU PROGRAM NORMAL NR 147,,,,179150
45.4449578,25.5627843,3500596458,LICEUL TEORETIC AZUGA,,,,130963
46.8092267,24.5204429,3512376520,,,,,116233
46.3617836,23.469646,3587564101,SCOALA GENERALA CAMPENI,,,,0
46.6438868,27.5955566,3622919058,SCOALA MIHAI EMINESCU LAZA,,,,164605
45.6803438,24.3429158,3623186053,SCOALA RACOVITA,,,,145364
45.1055836,24.3837248,3629811330,SCOALA GIMNAZIALA NR 5,,,,167598
45.6394613,25.5833534,3637225136,INSPECTORATUL SCOLAR JUDETEAN,,inspect sc jud,Strada Constantin Brâncoveanu,40205
45.8349352,24.9561785,3641391424,LICEUL TEHNOLOGIC DR IOAN SENCHEA,,,,40287
45.352341,25.875867,3650903457,SCOALA GENERALA CU CLASELE 1 8,,,,0
45.8525867,24.980648,3661033426,SCOALA GIMNAZIALA OVID DENSUSIANU,,,,40287
45.3291474,24.6068873,3693745977,SCOALA GHEORGHE BADESCU,,,,14067
45.3063987,24.6565307,3695669741,GRUPUL SCOLAR CORBENI,,,,15750
45.1626042,24.6728424,3695918760,SCOALA GENERALA REGINA MARIA,,,,13631
47.481834,25.2766787,3730926419,SCOALA GIMNAZIALA,,62,Strada Principala,149165
47.4803565,25.2776767,3730985133,LUDOTECA FURNICA,,,,149165
47.5891147,27.164042,3742899333,SCOALA CU CLASELE I IV COBICENI,,,DJ 282,37743
47.5992411,27.1424193,3743081046,SCOALA GIMNAZIALA DAN IORDACHESCU,,,Strada  Principala,37743
44.1624683,28.6319377,3757308952,SCOALA SI GRADINITA ,Sfintii Martiri Brâncoveni,,,60428
44.4335943,26.1063525,3757867770,CENTRUL EDUCATIONAL IBSEN,,8,Strada General Florescu Ion Emanoil,179169
46.3042671,26.656985,3761497529,ISKOLA,,,,0
45.1468235,26.8091332,3769089258,SCOALA GEORGE EMIL PALADE,,8,Bulevardul Spiru Haret,44827
44.3931716,26.805958,3770362757,SCOALA CU CLASELE I VIII RUT,,9 13,Strada Lacul Bucura,0
46.5664718,27.9373886,3788717039,SCOALA CU CLASELE I IV ZGURA,,,,165121
45.8414467,23.1930435,3792253340,SCOALA GENERALA NR 2,,,,87647
47.741772,26.6585804,3800110926,LICEUL STEFAN LUCHIAN,,,,35740
45.3030357,25.7216137,3817825588,,,,,136116
44.178084,28.6322721,3831609882,LICEUL CU PROGRAM SPORTIV NICOLAE ROTARU,,2,Strada Ion Corvin,60428
44.4410789,26.727162,3880781128,CLUB SPORTIV NR 5,,,,0
46.5800473,25.7905446,3921620476,SCOALA GIMNAZIALA MARTON ARON,,1681,Alszeg,85779
44.443715,25.7154634,3932043716,SCOALA GENERALA CU CLASELE 1 8,,,,101225
44.2859078,26.4411218,3985659637,SCOALA GENERALA CU CLASELE I IV,,,,105838
47.7901172,24.2463109,4010910125,SCOALA GIMNAZIALA LEORDINA,,,,108259
45.1752112,23.6633317,4033068622,SCOALA GENERALA NR 1 NOVACI,,,,78267
45.1679083,23.8053091,4034202168,SCOALA GENERALA POLOVRAGI,,,,81399
47.6108065,25.6449127,4041729045,SCOALA GENERALA,,,,148738
44.8598443,24.8719715,4046535745,COLEGIUL TEHNIC ARMAND CALINESCU,,,,13178
46.5677491,26.9167133,4061045982,SCOALA GIMNAZIALA PLATON,,,,20304
44.5129047,26.1350591,4086292831,MARK TWAIN,,,,179560
44.5749419,25.9392894,4090416887,CENTRU DE ARTE MARTIALE,,,,100585
47.4763047,22.5866253,4093559536,,,,,136651
47.4770545,22.5834941,4095853381,SCOALA GIMNAZIALA,,,,136651
47.556169,22.3953343,4096956089,COLEGIUL TEHNIC ALEXANDRU ROMAN,,4,Strada Ciocârliei,0
46.2265201,27.6735327,4108991391,ASOCIATIA ECOLOGICA PROEDUC,,9,,161801
46.7685209,23.5879351,4128070491,LICEUL GRECO CATOLIC INOCENTIU MICU KLEIN,,,,54984
43.9238392,25.860827,4135412507,SCOALA GENERALA NR 1 BOGDANA,,,,0
46.8685713,23.4212606,4152658301,,,,,59595
43.9745401,25.9642733,4177382625,,,,,102918
46.3632681,25.8108603,4190137148,LICEUL TEHNOLOGIC SZEKELY KAROLY,,31,Strada Iancu de Hunedoara,83339
46.969995,25.72757,4190180914,SCOALA GENERALA CLASELE I IV NR 5,,,,86142
46.3769592,23.1013568,4191148833,SCOALA GIMNAZIALA BISTRA,,,,3048
46.7828718,23.6078407,4193927389,ROYAL SCHOOL IN TRANSILVANIA,,,,54984
44.9616146,26.3533013,4207169881,SCOALA INOTESTI,,,,132770
46.1709427,24.3808837,4208992693,LICEUL TECNOLOGICA AUTOMECANICA,,,,143628
46.6756934,23.4563097,4212225293,SCOALA GIMNAZIALA BORBELY JOSEF,,,,59336
46.4867041,24.958422,4217102625,SCOALA GENERALA NR 1 LUDUS,,,,0
47.9170826,23.9209699,4230119995,SCOALA NR 5,,,Strada Bogdan Voda,106568
46.4708198,26.6847641,4231304691,,,,,21347
45.7381188,21.2322393,4241381090,,,,,155252
46.4856632,26.4953306,4245861689,,,,,20885
44.4082983,26.2113453,4264728993,SPECTRUM LICEUL TEORETIC INTERNATIONAL DE INFORMATICA,,9,Strada Balta Albina,179169
47.5355234,26.276732,4265601590,SPINARIE,,,,0
47.2709619,22.3374873,4266782527,TAUTEU,,,,31663
44.9598861,26.64591,4270947091,SCOALA SFANTUL ANDREI," nr 24""",,,0
47.1692671,27.5938428,4289480889,SCOALA GIMNAZIALA INTERNATIONALA SPECTRUM IASI,,12 14,Bulevardul CA Rosetti,95079
44.4923288,26.1948568,4290979144,COMPLEX RIN TIN TIN,,,,179560
47.4113861,23.1835808,4296398893,SCOALA ADY ENDRE,,,,139759
47.4108385,23.1611459,4296405793,,,,,139759
46.3922265,25.3083855,4298743993,PETOFI SANDOR ALTALANOS,,,,84273
44.2511122,28.5676497,4298905239,SCOALA NR 2,,,,60696
44.9436457,25.455592,4307008995,UNIVERSITATEA VALAHIA DIN TARGOVISTE,,13,Aleea Sinaia,65351
46.3614548,25.8048032,4309206895,SCOALA POPULARA DE ARTA,,,,83339
46.3621414,25.8039235,4309206903,CENTRUL EDUCATIONAL SPEKTRUM,,,,83339
