COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,roaep,safe,str,wikidata
22639286,0461208575,,40111,20297,20304,0461208575,BACĂU,,,7,SCOALA SANITARA POSTLICEALA BACAU,SCOALA SANITARA POSTLICEALA BACAU,BACĂU,,0,0,BICAZ,
,3762103881,3761104421,,162194,162283,3762103881,VASLUI,46.3422162813641,27.8549278204425,,"ȘCOALA PRIMARĂ, SAT STOIȘEȘTI",SCOALA PRIMARA SAT STOISESTI,STOIŞEŞTI,,ȘCOALA PRIMARĂ STOIȘEȘTI,92,,
,0862102375,0861101347,,40857,40893,0862102375,BRAŞOV,,,93,Grădinița cu Program Normal Ticușu Nou,GRADINITA CU PROGRAM NORMAL TICUSU NOU,TICUŞU NOU,,0,0,MARE,
,0462100325,0461108238,,20821,20830,0462100325,BACĂU,,,,"GRADINITA CU PROGRAM PRELUNGIT ""DUMBRAVA MINUNATA"" COMANESTI",GRADINITA CU PROGRAM PRELUNGIT DUMBRAVA MINUNATA COMANESTI,COMĂNEŞTI,,0,0,GARII NR 11,
,2962103184,2961102138,641086,131274,131292,2962103184,PRAHOVA,,,364,"GRĂDINIȚA CU PROGRAM NORMAL, SAT BOBOLIA, COMUNA POIANA CÂMPINA",GRADINITA CU PROGRAM NORMAL SAT BOBOLIA COMUNA POIANA CAMPINA,BOBOLIA,,0,0,BOBOLIA,
,0462105208,0461104641,,23289,23298,0462105208,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 2 LIVEZI,GRADINITA CU PROGRAM NORMAL NR 2 LIVEZI,LIVEZI,,0,0,,
,1962100306,1961104459,,84656,84727,1962100306,HARGHITA,,,277/A,ȘCOALA PRIMARĂ VALEA CAPELEI,SCOALA PRIMARA VALEA CAPELEI,VALEA CAPELEI,,0,0,VALEA CAPELEI,
29001489,2961102875,,639588,135501,135510,2961102875,PRAHOVA,45.1757894773345,26.2120681261155,129A,"ȘCOALA GIMNAZIALĂ ""MINERVA ALEXANDRESCU"" COMUNA ȘOIMARI",SCOALA GENERALA MINERVA ALEXANDRESCU COMUNA SOIMARI,ŞOIMARI,,"ȘCOALA GIMNAZIALĂ ""MINERVA ALEXANDRESCU""",83,PRINCIPALĂ,
,1262101209,1261102522,120440066,59327,59407,1262101209,CLUJ,,,47,"ȘCOALA PRIMARĂ VLAHA, COM. SĂVĂDISLA",SCOALA PRIMARA VLAHA COM SAVADISLA,VLAHA,,0,0,PRINCIPALA,
,1462100476,1461100372,1191337,63740,63759,1462100476,COVASNA,45.9987610015373,26.1266740183992,33,"Grădinița cu Program Prelungit ""Csipkerózsika"" Târgu Secuiesc",GRADINITA CU PROGRAM PRELUNGIT CSIPKERÓZSIKA TARGU SECUIESC,TÂRGU SECUIESC,,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""CSIPKERÓZSIKA"" TÂRGU SECUIESC",100,Rozelor,
,1762102614,1761101215,,75098,75105,1762102614,GALAŢI,45.4474087,28.0152621324009,25,"GRADINITA CU PROGRAM PRELUNGIT NR.56, LOCALITATEA GALATI",GRADINITA CU PROGRAM PRELUNGIT NR 56 LOCALITATEA GALATI,GALAŢI,45036528,0,0,FEROVIARILOR,
,0962101585,0961101816,,42682,42691,0962101585,BRĂILA,,,481,GRĂDINIŢA CU PROGRAM PRELUNGIT NR.33 BRĂILA,GRADINITA CU PROGRAM PRELUNGIT NR 33 BRAILA,BRĂILA,,0,0,ŞTEFAN CEL MARE,
,3562104098,3561101561,,156669,156687,3562104098,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL BRESTEA COM. DENTA,GRADINITA CU PROGRAM NORMAL BRESTEA COM DENTA,BREŞTEA,,0,0,,
29047648,0261100943,,1188988,11584,11593,0261100943,ARAD,,,197,GRADINITA PP PECICA,GRADINITA CU PROGRAMRAM PRELUNGIT PECICA,PECICA,,0,0,2,
,3262103052,3261101276,320674930,145042,145060,3262103052,SIBIU,46.0193045715946,24.4053842574255,110,SCOALA PRIMARA METIS,SCOALA PRIMARA METIS,METIŞ,,ȘCOALA PRIMARĂ METIȘ,100,Scolii,
,1862101711,1861104705,,79585,79610,1862101711,GORJ,,,,"GRADINITA CU PROGRAM NORMAL LUPOAIA, CATUNE",GRADINITA CU PROGRAM NORMAL LUPOAIA CATUNE,LUPOAIA,,0,0,,
17344278,3061101252,,650324,136526,136535,3061101252,SATU MARE,,,6,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 3 CAREI,GRADINITA CU PROGRAM PRELUNGIT NR 3 CAREI,CAREI,,0,0,IULIU MANIU,
,2362100448,2361102301,,103513,103559,2362100448,ILFOV,,,121,GRĂDINIȚA NR. 3 COADELE,GRADINITA NR 3 COADELE,SILIŞTEA SNAGOVULUI,,0,0,Pescarilor,
23627409,5161101042,,541743,92569,92578,5161101042,CĂLĂRAŞI,,,,GRADINITA CU PROGRAM NORMAL NR.10 CALARASI,GRADINITA CU PROGRAM NORMAL NR 10 CALARASI,CĂLĂRAŞI,,0,0,"GRIVITA, NR.343",
4666207,1861105706,,509239,81184,81193,1861105706,GORJ,,,,"LICEUL TEHNOLOGIC ""C-TIN BRANCUSI""- PESTISANI",LICEUL TEHNOLOGIC C TIN BRANCUSI PESTISANI,PEŞTIŞANI,,0,0,,
,3162104023,3161100896,,142006,142042,3162104023,SĂLAJ,,,167,GRĂDINIȚA CU PROGRAM NORMAL GIURTELECU ȘIMLEULUI,GRADINITA CU PROGRAM NORMAL GIURTELECU SIMLEULUI,GIURTELECU ŞIMLEULUI,,0,0,Principală,
,3762103854,3761100037,,162693,162764,3762103854,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT UNȚEȘTI",GRADINITA CU PROGRAM NORMAL SAT UNTESTI,UNŢEŞTI,,0,0,,
,1562102558,1561101634,,66438,66456,1562102558,DÂMBOVIŢA,,,101,GRĂDINIȚA CU PROGRAM NORMAL DEALU MARE BUCIUMENI,GRADINITA CU PROGRAM NORMAL DEALU MARE BUCIUMENI,DEALU MARE,,0,0,PRINCIPALĂ,
,1562105276,1561101218,,68921,68967,1562105276,DÂMBOVIŢA,,,184,GRĂDINIȚA CU PROGRAM NORMAL PRIBOIU TĂTĂRANI,GRADINITA CU PROGRAM NORMAL PRIBOIU TATARANI,PRIBOIU,,0,0,PRINCIPALĂ,
,0962100367,0961102369,407117,44177,44186,0962100367,BRĂILA,,,123,GRĂDINIŢA CU PROGRAM NORMAL TICHILEŞTI,GRADINITA CU PROGRAM NORMAL TICHILESTI,TICHILEŞTI,,0,0,M. Eminescu,
,1762103696,1761104349,,76718,76727,1762103696,GALAŢI,,,,"GRADINITA CU PROGRAM NORMAL NR.3, COMUNA MASTACANI",GRADINITA CU PROGRAM NORMAL NR 3 COMUNA MASTACANI,MĂSTĂCANI,,0,0,,
,1462102659,1461100684,459756,64390,64416,1462102659,COVASNA,,,178,Grădinița cu Program Normal Iarăș,GRADINITA CU PROGRAM NORMAL IARAS,IARĂŞ,,0,0,Principală,
28612751,3761107546,,728896,162559,162568,3761107546,VASLUI,,,,"ȘCOALA GIMNAZIALĂ NR. 1, SAT BLĂGEȘTI",SCOALA GENERALA NR 1 SAT BLAGESTI,BLĂGEŞTI,,0,0,,
,1562102807,1561101747,,69447,69465,1562102807,DÂMBOVIŢA,,,5,GRĂDINIȚA CU PROGRAM NORMAL CÂRLĂNEȘTI VÂRFURI,GRADINITA CU PROGRAM NORMAL CARLANESTI VARFURI,CÂRLĂNEŞTI,,0,0,PRINCIPALĂ,
,2662106576,2661103998,,117426,117480,2662106576,MUREŞ,,,357,ȘCOALA GIMNAZIALĂ TOACA,SCOALA GENERALA TOACA,TOACA,,0,0,PRINCIPALĂ,
,1962100202,1961100066,,85243,85270,1962100202,HARGHITA,,,35,ȘCOALA PRIMARĂ SATU NOU,SCOALA PRIMARA SATU NOU,SATU NOU,,0,0,FELSZEG,
,2662103053,2661104009,,118058,118067,2662103053,MUREŞ,,,189,GRĂDINIȚA CU PROGRAM NORMAL LUNCA BRADULUI,GRADINITA CU PROGRAM NORMAL LUNCA BRADULUI,LUNCA BRADULUI,,0,0,PRINCIPALA,
,1562103609,1561105751,,67121,67158,1562103609,DÂMBOVIŢA,44.6487246377702,25.4893108660076,144A,GRĂDINIȚA CU PROGRAM NORMAL TOMȘANI COSTEȘTII DIN VALE,GRADINITA CU PROGRAM NORMAL TOMSANI COSTESTII DIN VALE,TOMŞANI,,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 COSTEȘTII DIN VALE,91,TEIULUI,
3797271,5161100932,,541511,92569,92578,5161100932,CĂLĂRAŞI,44.1904612839963,27.3393573189975,,"GRADINITA CU PROGRAM PRELUNGIT ""AMICII"" CALARASI",GRADINITA CU PROGRAM PRELUNGIT AMICII CALARASI,CĂLĂRAŞI,,GRĂDINIȚA CU PR.PRELUNGIT NR.5 ARICEL CALARASI,89,GRADINITEI NR.1,
26702670,0861101763,,397609,40198,40205,0861101763,BRAŞOV,45.6467028166451,25.5959582573806,1,Liceul de Muzică 'Tudor Ciortea' Brașov,LICEUL DE MUZICA TUDOR CIORTEA BRASOV,BRAŞOV,,"LICEUL DE MUZICĂ ""TUDOR CIORTEA""",90,COL. BUZOIANU,
,0262100328,0261101089,317465,9262,9271,0262100328,ARAD,,,,GRADINITA PP NR. 15 ARAD,GRADINITA CU PROGRAMRAM PRELUNGIT NR 15 ARAD,ARAD,,0,0,,
,3462103922,3461100105,,154932,154969,3462103922,TELEORMAN,,,,ȘCOALA PRIMARĂ VÂRTOAPELE DE JOS,SCOALA PRIMARA VARTOAPELE DE JOS,VÂRTOAPELE DE JOS,,0,0,,
,2062101381,2061100733,,87745,87816,2062101381,HUNEDOARA,46.2250889777343,22.7165358872313,,ŞCOALA PRIMARĂ RIŞCULIŢA,SCOALA PRIMARA RISCULITA,RIŞCULIŢA,,SCOALA PRIMARA RISCULITA,100,,
,0462106765,0461106593,,21757,21819,0462106765,BACĂU,46.1725660389989,26.8991554063808,,SCOALA PRIMARA MARCESTI,SCOALA PRIMARA MARCESTI,MĂRCEŞTI,,SCOALA PRIMARA MARCESTI,100,PRINCIPALA,
,1162102148,1161103963,1249196,54163,54261,1162102148,CARAŞ-SEVERIN,,,9,ŞCOALA PRIMARĂ VALEA ROŞIE,SCOALA PRIMARA VALEA ROSIE,VALEA ROŞIE,,0,0,,
,2862101939,2861100504,,127288,127304,2862101939,OLT,,,,GRADINITA CU PROGRAM NORMAL DOBRICENI,GRADINITA CU PROGRAM NORMAL DOBRICENI,DOBRICENI,,0,0,,
29387089,0361104222,,332550,15064,15073,0361104222,ARGEŞ,44.4431497746989,24.9551466217535,1,"ȘCOALA GIMNAZIALĂ ""PROF. UNIV. DR. ION STOIA"" CĂLDĂRARU",SCOALA GENERALA PROF UNIV DR ION STOIA CALDARARU,CĂLDĂRARU,,"ȘCOALA GIM.,,PROF.UNIV.DR.ION STOIA"" CĂLDĂRARU",90,PRINCIPALĂ,
3860280,0761105244,,1230377,35731,35740,0761105244,BOTOŞANI,47.7370962,26.6596495,29,LICEUL CU PROGRAM SPORTIV BOTOSANI,LICEUL CU PROGRAM SPORTIV BOTOSANI,BOTOŞANI,2796031969,0,0,MIHAIL KOGALNICEANU,
,0562106922,0561108295,360321,27169,27196,0562106922,BIHOR,,,117,ȘCOALA PRIMARĂ NR.2 FÂNCICA,SCOALA PRIMARA NR 2 FANCICA,FĂNCICA,,0,0,,
,0162103581,0161103102,,6547,6556,0162103581,ALBA,,,,GRADINITA CU PROGRAM NORMAL RADESTI,GRADINITA CU PROGRAM NORMAL RADESTI,RĂDEŞTI,,0,0,,
,3962101365,3961100486,,177352,177370,3962101365,VRANCEA,,,45,SCOALA PRIMARA CIORANI,SCOALA PRIMARA CIORANI,CIORANI,,0,0,Principala,
14634610,2361101883,,400767763,179347,179365,2361101883,ILFOV,44.4021616355029,26.2175645920929,128,ȘCOALA GIMNAZIALĂ NR. 2 CĂŢELU,SCOALA GENERALA NR 2 CATELU,CĂŢELU,,ȘCOALA NR.  2,58,LIBERTATII,
,2962100986,2961102536,996821,133722,133731,2962100986,PRAHOVA,,,8A,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA IORDĂCHEANU",GRADINITA CU PROGRAM NORMAL COMUNA IORDACHEANU,IORDĂCHEANU,,0,0,PRINCIPALĂ,
14124246,3361103462,,6765793,147786,147795,3361103462,SUCEAVA,47.4650816009794,26.1446608192788,,SCOALA GIMNAZIALA CORNU LUNCII,SCOALA GENERALA CORNU LUNCII,CORNU LUNCII,,SCOALA GIMNAZIALA CORNU LUNCII,100,,
17424558,3061100147,,6640955,136848,136857,3061100147,SATU MARE,,,,GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD,GRADINITA CU PROGRAM PRELUNGIT ARDUD,ARDUD,,0,0,STEFAN CEL MARE NR.60,
,0262102782,0261100717,,11842,11851,0262102782,ARAD,,,,GRADINITA PN SAVARSIN,GRADINITA CU PROGRAMRAM NORMAL SAVARSIN,SĂVÂRŞIN,,0,0,,
,3162103795,3161100806,,142177,142195,3162103795,SĂLAJ,47.3832685896853,23.3146603046413,43,"ȘCOALA GIMNAZIALĂ ""PETRE HOSSU"" CHEUD",SCOALA GENERALA PETRE HOSSU CHEUD,CHEUD,,"ȘCOALA  GIMNAZIALĂ  ""PETRE HOSSU''",90,Principală,
,3562102286,3561102137,,158181,158225,3562102286,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL MURANI COM.PISCHIA,GRADINITA CU PROGRAM NORMAL MURANI COM PISCHIA,MURANI,,0,0,,
,3762100322,3761104692,,165130,165158,3762100322,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1, SAT BUDA",GRADINITA CU PROGRAM NORMAL NR 1 SAT BUDA,BUDA,,0,0,,
,3862101543,3861105194,,173061,173105,3862101543,VÂLCEA,,,,SCOALA GIMNAZIALA MILOSTEA,SCOALA GENERALA MILOSTEA,MILOSTEA,,0,0,,
2843744,2931100288,,996869,130534,130543,2931100288,PRAHOVA,,,35,CASA CORPULUI DIDACTIC PRAHOVA,CASA CORPULUI DIDACTIC PRAHOVA,PLOIEŞTI,,0,0,DEMOCRAȚIEI,
29001365,2061100837,,527618,88449,88458,2061100837,HUNEDOARA,,,173,ȘCOALA GIMNAZIALĂ BOȘOROD,SCOALA GENERALA BOSOROD,BOŞOROD,,0,0,,
,2262100513,2261105735,,97189,97205,2262100513,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, GURA BOHOTIN",SCOALA GENERALA GURA BOHOTIN,GURA BOHOTIN,,0,0,,
2845419,2961102943,,635283,130534,130543,2961102943,PRAHOVA,44.9452167946357,26.0255876352043,98,"COLEGIUL NAȚIONAL ""ION LUCA CARAGIALE"", MUNICIPIUL PLOIEȘTI",COLEGIUL NATIONAL ION LUCA CARAGIALE MUNICIPIUL PLOIESTI,PLOIEŞTI,,"COLEGIUL NAȚIONAL ""ION LUCA CARAGIALE""",78,GHEORGHE DOJA,
,0462103988,0461104962,,22576,22656,0462103988,BACĂU,,,,GRADINITA CU PROGRAM NORMAL ONISCANI,GRADINITA CU PROGRAM NORMAL ONISCANI,ONIŞCANI,,0,0,,
3694870,2461100573,,1145405,106817,106826,2461100573,MARAMUREŞ,,,03.mai,"LICEUL TEHNOLOGIC ""GRIGORE MOISIL"" TARGU LAPUS",LICEUL TEHNOLOGIC GRIGORE MOISIL TARGU LAPUS,TÂRGU LĂPUŞ,,0,0,MIHAI EMINESCU,
,1962105089,1961103924,520880,85341,85396,1962105089,HARGHITA,46.5263970150733,25.1484808514899,264,"ȘCOALA GIMNAZIALĂ ""SZÉKELY MÓZES"" OCNA DE SUS",SCOALA GENERALA SZÉKELY MÓZES OCNA DE SUS,OCNA DE SUS,,"ȘCOALA GIMNAZIALĂ ""SZEKELY MOZES"" OCNA DE SUS",95,PRINCIPALĂ,
30536974,0861204728,,,40198,40205,0861204728,BRAŞOV,,,40,Grădinița 'Spiridușii Năzdrăvani' Brașov,GRADINITA SPIRIDUSII NAZDRAVANI BRASOV,BRAŞOV,,0,0,Fuiorului,
,3862102892,3861101127,,173793,173800,3862102892,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,ŞUŞANI,,0,0,,
,3862100492,3861101059,745088,167473,167482,3862100492,VÂLCEA,,,,GRADINITA CU PROGRAM PRELUNGIT DUMBRAVA MINUNATA,GRADINITA CU PROGRAM PRELUNGIT DUMBRAVA MINUNATA,RÂMNICU VÂLCEA,,0,0,,
16717444,3361103973,,689870,151549,150016,3361103973,SUCEAVA,,,,SCOALA GIMNAZIALA HARTOP,SCOALA GENERALA HARTOP,HÂRTOP,,0,0,,
29023665,2561102438,,590457,112771,112780,2561102438,MEHEDINŢI,44.2895212009967,23.0804825714341,88,ŞCOALA GIMNAZIALĂ OPRIŞOR,SCOALA GENERALA OPRISOR,OPRIŞOR,,ȘCOALA GENERALĂ I-VIII OPRIȘOR,87,PRINCIPALĂ,
,3562102779,3561106426,,155840,155886,3562102779,TIMIŞ,45.8287356381216,21.9311481736031,,SCOALA PRIMARA CUTINA COM. BETHAUSEN,SCOALA PRIMARA CUTINA COM BETHAUSEN,CUTINA,,ȘCOALA PRIMARĂ CUTINA,75,,
,1862101037,1861106214,,81264,81371,1862101037,GORJ,,,,"SCOALA PRIMARA ""ALEXANDRU TATARASCU"" VALENI, PLOPSORU",SCOALA PRIMARA ALEXANDRU TATARASCU VALENI PLOPSORU,VĂLENI,,0,0,,
,2862103068,2861100151,,130302,125702,2862103068,OLT,,,,GRADINITA CU PROGRAM NORMAL BROSTENI,GRADINITA CU PROGRAM NORMAL BROSTENI,BROŞTENI,,0,0,,
,2962104244,2961101544,996625,130847,130865,2962104244,PRAHOVA,,,398,"GRĂDINIȚA CU PROGRAM NORMAL ""CURCUBEUL MAGIC"", SAT COCOȘEȘTI, COMUNA PĂULEȘTI",GRADINITA CU PROGRAM NORMAL CURCUBEUL MAGIC SAT COCOSESTI COMUNA PAULESTI,COCOŞEŞTI,,0,0,TÂMPLĂRIEI,
2843710,2961102296,,636718,131443,131452,2961102296,PRAHOVA,45.042654209738,25.9519453328855,25,"ȘCOALA GIMNAZIALĂ ""CAROL I"", ORAȘUL PLOPENI",SCOALA GENERALA CAROL I ORASUL PLOPENI,PLOPENI,,"ȘCOALA GIMNAZIALA ""CAROL I"" PLOPENI",90,REPUBLICII,
,1662103413,1661105415,,72150,72178,1662103413,DOLJ,,,,GRADINITA CU PROGRAM NORMAL BENESTI,GRADINITA CU PROGRAM NORMAL BENESTI,BENEŞTI,,0,0,,
,1162102207,1161103669,421448,51751,51760,1162102207,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL BUCOŞNIŢA,GRADINITA CU PROGRAM NORMAL BUCOSNITA,BUCOŞNIŢA,,0,0,,
,0562103254,0561101641,1191521,27971,28022,0562103254,BIHOR,,,135,GRĂDINIȚA CU PROGRAM NORMAL NR.2 LELEȘTI,GRADINITA CU PROGRAM NORMAL NR 2 LELESTI,LELEŞTI,,0,0,,
29146137 ,1561101254,,465092,66198,66205,1561101254,DÂMBOVIŢA,,,1,GRĂDINIȚA CU PROGRAM NORMAL BĂLENI,GRADINITA CU PROGRAM NORMAL BALENI,BĂLENI-ROMÂNI,,0,0,01.dec,
,1862102626,1861106051,,78668,78702,1862102626,GORJ,,,,"SCOALA PRIMARA STROIESTI, ARCANI",SCOALA PRIMARA STROIESTI ARCANI,STROIEŞTI,,0,0,,
,2562101161,2561102049,590029,111444,111462,2562101161,MEHEDINŢI,44.1925715589659,22.9374947255621,,ȘCOALA GIMNAZIALĂ AURORA,SCOALA GENERALA AURORA,AURORA,,ȘCOALA GENERALĂ AURORA,100,PRINCIPALA,
2843205,2961101802,,637530,132574,132592,2961101802,PRAHOVA,45.3533328696266,26.040728310844,1,"ȘCOALA GIMNAZIALĂ, SAT SLON, COMUNA CERAȘU",SCOALA GENERALA SAT SLON COMUNA CERASU,SLON,,ȘCOALA GIMNAZIALĂ SLON,69,PRINCIPALĂ,
,1262100556,1261100072,120439079,56844,56933,1262100556,CLUJ,,,32,"ȘCOALA PRIMARĂ IACOBENI, COM. CEANU MARE",SCOALA PRIMARA IACOBENI COM CEANU MARE,IACOBENI,,0,0,PRINCIPALA,
,0962102912,0961102292,406395,43180,43199,0962102912,BRĂILA,,,237,GRĂDINIŢA CU PROGRAM NORMAL GALBENU,GRADINITA CU PROGRAM NORMAL GALBENU,GALBENU,,0,0,,
17357270,3061101641,,30652841,137103,137112,3061101641,SATU MARE,,,337,ȘCOALA GIMNAZIALĂ BÂRSĂU DE SUS,SCOALA GENERALA BARSAU DE SUS,BÂRSĂU DE SUS,,0,0,PRINCIPALA,
,0362102826,0361105119,,17575,17593,0362102826,ARGEŞ,,,,ŞCOALA GIMNAZIALĂ BABAROAGA,SCOALA GENERALA BABAROAGA,BABAROAGA,,0,0,,
,3362105265,3361103566,,150524,150551,3362105265,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL PARHAUTI,GRADINITA CU PROGRAM NORMAL PARHAUTI,PĂRHĂUŢI,,0,0,,
,3962103887,3961100572,,178894,176463,3962103887,VRANCEA,46.0443106116826,27.2586306832901,1,SCOALA PRIMARA ARGEA,SCOALA PRIMARA ARGEA,ARGEA,,SCOALA PRIMARA SAT ARGEA,91,Principala,
,1962101307,1961100084,,83197,83286,1962101307,HARGHITA,46.2684640756361,25.2599519317326,134,ȘCOALA PRIMARĂ TĂURENI,SCOALA PRIMARA TAURENI,TĂURENI,,ȘCOALA GENERALĂ TĂURENI,80,PRINCIPALĂ,
18332509,3361108232,,689088,149290,149307,3361108232,SUCEAVA,,,1243,SCOALA GIMNAZIALA NR. 3 MARGINEA,SCOALA GENERALA NR 3 MARGINEA,MARGINEA,,0,0,CERAMICII,
,0462101059,0461108283,,24837,24882,0462101059,BACĂU,,,,GRADINITA CU PROGRAM NORMAL BURDUSACI,GRADINITA CU PROGRAM NORMAL BURDUSACI,BURDUSACI,,0,0,,
4202150,1461100544,,461955,63580,63599,1461100544,COVASNA,,,5,"Liceul Tehnologic ""Nicolae Bălcescu"" Întorsura Buzăului",LICEUL TEHNOLOGIC NICOLAE BALCESCU INTORSURA BUZAULUI,ÎNTORSURA BUZĂULUI,,0,0,Gheorghe Doja,
,0962100982,0961102595,406371,43117,43135,0962100982,BRĂILA,,,137,GRĂDINIŢA CU PROGRAM NORMAL AGAUA,GRADINITA CU PROGRAM NORMAL AGAUA,AGAUA,,0,0,Alexandru Ioan Cuza,
17130382,2261105102,,547345,95872,95916,2261105102,IAŞI,47.3209663717086,27.0963494309381,,"ȘCOALA GIMNAZIALĂ, SATU NOU",SCOALA GENERALA SATU NOU,SATU NOU,,ȘCOALA SATU – NOU,73,,
32575368,4061103505,,1189231,179132,179169,4061103505,MUNICIPIUL BUCUREŞTI,44.4139566,26.1487483,19,Școala Gimnazială nr. 54,SCOALA GENERALA NR 54,BUCUREŞTI SECTORUL 3,2397935519,0,0,Istriei,
29348284,1361101786,,131094151,60776,60785,1361101786,CONSTANŢA,44.3351530383753,28.0375325873889,6,ŞCOALA GIMNAZIALĂ ’MIRCEA ELIADE’ CERNAVODĂ,SCOALA GENERALA MIRCEA ELIADE CERNAVODA,CERNAVODĂ,,ȘCOALA GIMNAZIALĂ MIRCEA ELIADE,85,CAZĂRMII,
4202193,1461100779,,958116,63394,63401,1461100779,COVASNA,45.8565668891156,25.7929181054203,30,"Liceul Tehnologic Economic - Administrativ ""Berde Áron"" Sfântu Gheorghe",LICEUL TEHNOLOGIC ECONOMIC ADMINISTRATIV BERDE ARON SFANTU GHEORGHE,SFÂNTU  GHEORGHE,,"LICEUL TEHNOLOGIC ECONOMIC, ADMINISTRATIV ""BERDE ÁRON""",86,Crângului,
,1462101604,1461100205,459914,65147,64586,1462101604,COVASNA,,,229,Grădinița cu Program Normal Dalnic,GRADINITA CU PROGRAM NORMAL DALNIC,DALNIC,,0,0,Principală,
,0162101742,0161102639,,1455,1598,0162101742,ALBA,,,,GRADINITA CU PROGRAM NORMAL MIHOESTI,GRADINITA CU PROGRAM NORMAL MIHOESTI,MIHOEŞTI,,0,0,,
,0162102182,0161103079,,1017,1062,0162102182,ALBA,,,,GRADINITA CU PROGRAM NORMAL PACLISA,GRADINITA CU PROGRAM NORMAL PACLISA,PÂCLIŞA,,0,0,,
29029978,2661108257,,604662,118370,118389,2661108257,MUREŞ,,,6,ȘCOALA GIMNAZIALĂ MIHEŞU DE CÂMPIE,SCOALA GENERALA MIHESU DE CAMPIE,MIHEŞU DE CÂMPIE,,0,0,MIHAI EMINESCU,
,0262103783,0261100477,,9397,9431,0262103783,ARAD,46.1462372780488,21.4721359161382,,SCOALA PRIMARA MINDRULOC,SCOALA PRIMARA MINDRULOC,MÂNDRULOC,,ȘCOALA GIMNAZIALĂ MÎNDRULOC,82,,
4646862,0851101681,,3518058,40241,40250,0851101681,BRAŞOV,,,38,Clubul Copiilor Codlea,CLUBUL COPIILOR CODLEA,CODLEA,,0,0,LATERALA,
,2662105643,2661105521,,114319,114328,2662105643,MUREŞ,,,8,GRĂDINIȚA CU PROGRAM NORMAL NR.11 TÎRGU MUREȘ,GRADINITA CU PROGRAM NORMAL NR 11 TIRGU MURES,TÎRGU MUREŞ,,0,0,DECEBAL,
,1662104192,1661102068,,71340,71368,1662104192,DOLJ,,,,GRADINITA CU PROGRAM NORMAL BULZESTI,GRADINITA CU PROGRAM NORMAL BULZESTI,BULZEŞTI,,0,0,,
,3862104908,3861100795,,172812,172821,3862104908,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,RUNCU,,0,0,,
,3762104041,3761104995,,162014,162041,3762104041,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT CRASNA",GRADINITA CU PROGRAM NORMAL SAT CRASNA,CRASNA,,0,0,,
,0462105972,0461107594,,21506,21542,0462105972,BACĂU,,,,SCOALA PRIMARA TARDENII MARI,SCOALA PRIMARA TARDENII MARI,ŢÂRDENII MARI,,0,0,,
2843868,2961102129,,635477,130534,130543,2961102129,PRAHOVA,44.9385745057866,25.9916016847554,328,"COLEGIUL TEHNIC ""TOMA N. SOCOLESCU"", MUNICIPIUL PLOIEȘTI",COLEGIUL TEHNIC TOMA N SOCOLESCU MUNICIPIUL PLOIESTI,PLOIEŞTI,,"COLEGIUL TEHNIC ""TOMA N. SOCOLESCU""",76,GHE GR.CANTACUZINO,
,1462101907,1461100096,461486,64639,64657,1462101907,COVASNA,45.7595400814199,25.8742510061538,33,Școala Primară Bicfalău,SCOALA PRIMARA BICFALAU,BICFALĂU,,ȘCOALA PRIMARĂ BICFALĂU,100,Principală,
,0362100756,0361104163,,13187,13267,0362100756,ARGEŞ,44.8876548992837,24.7758513802473,12,ȘCOALA GIMNAZIALĂ VALEA URSULUI,SCOALA GENERALA VALEA URSULUI,VALEA URSULUI,,ȘCOALA GENERALĂ VALEA URSULUI,100,Valea Ursului,
,0362100973,0361104796,,14584,14655,0362100973,ARGEŞ,,,1,GRĂDINIȚA CU PROGRAM NORMAL GLÂMBOCELU VALE,GRADINITA CU PROGRAM NORMAL GLAMBOCELU VALE,GLÂMBOCELU,,0,0,PRINCIPALĂ,
,3162102351,3161100643,,142774,142783,3162102351,SĂLAJ,,,180,GRĂDINIȚA CU PROGRAM NORMAL SURDUC,GRADINITA CU PROGRAM NORMAL SURDUC,SURDUC,,0,0,Principală,
