COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,roaep,safe,str,wikidata
,2062101788,2061103302,,89240,89339,2062101788,HUNEDOARA,45.9417808027694,23.0104811410792,,ŞCOALA PRIMARĂ VĂRMAGA,SCOALA PRIMARA VARMAGA,VĂRMAGA,,SCOALA PRIMARĂ VĂRMAGA,100,,
28637110,3661100052,,13174240,159614,159623,3661100052,TULCEA,45.17595585,28.7860488717253,7,"LICEUL TEHNOLOGIC ""ION MINCU"" TULCEA",LICEUL TEHNOLOGIC ION MINCU TULCEA,TULCEA,327926630,0,0,1848,
27177404,2461200589,,242071120,106559,106568,2461200589,MARAMUREŞ,,,23,"LICEUL TEORETIC ""GEORGE POP DE BASESTI"" SIGHETU MARMATIEI",LICEUL TEORETIC GEORGE POP DE BASESTI SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,,0,0,MIHAI VITEAZU,
12831623,1961100125,,521262,83320,83339,1961100125,HARGHITA,46.3574413637686,25.8040098647833,40,"ȘCOALA GIMNAZIALĂ ""PETŐFI SÁNDOR"" MIERCUREA CIUC",SCOALA GENERALA PETŐFI SANDOR MIERCUREA CIUC,MIERCUREA CIUC,,"ȘCOALA GIMNAZIALĂ ""PETŐFI SÁNDOR"" MIERCUREA-CIUC",100,PETŐFI SÁNDOR,
370730772,3761107605,,370730772,164598,164605,3761107605,VASLUI,46.6438868,27.5955566,,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"", SAT LAZA",SCOALA GENERALA MIHAI EMINESCU SAT LAZA,LAZA,3622919058,0,0,,
,1862103758,1861104682,,81576,81610,1862103758,GORJ,,,,"GRADINITA CU PROGRAM NORMAL DOBRITA, RUNCU",GRADINITA CU PROGRAM NORMAL DOBRITA RUNCU,DOBRIŢA,,0,0,,
17104235,1661105062,,486319,69900,69919,1661105062,DOLJ,,,,"GRADINITA CU PROGRAM PRELUNGIT ""VOINICEII"" CRAIOVA",GRADINITA CU PROGRAM PRELUNGIT VOINICEII CRAIOVA,CRAIOVA,,0,0,,
4491180,2861101378,,627731,125347,125356,2861101378,OLT,44.4244429390272,24.3625784264155,,"COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",COLEGIUL NATIONAL ION MINULESCU SLATINA,SLATINA,,COLEGIUL NAȚIONAL ION MINULESCU,89,,
,1062102742,1061103589,,46377,46395,1062102742,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT BOBOC COMUNA COCHIRLEANCA,GRADINITA CU PROGRAM NORMAL SAT BOBOC COMUNA COCHIRLEANCA,BOBOC,,0,0,,
,1062102213,1061104604,,45101,45227,1062102213,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT VALEA NUCULUI COMUNA BERCA,GRADINITA CU PROGRAM NORMAL SAT VALEA NUCULUI COMUNA BERCA,VALEA NUCULUI,,0,0,,
,0462106141,0461108315,,25932,25969,0462106141,BACĂU,,,,SCOALA PRIMARA NR 2 BIBIRESTI,SCOALA PRIMARA NR 2 BIBIRESTI,BIBIREŞTI,,0,0,,
17104316,1661105908,,486292,69900,69919,1661105908,DOLJ,,,,"GRADINITA CU PROGRAM PRELUNGIT ""CASUTA FERMECATA"" CRAIOVA",GRADINITA CU PROGRAM PRELUNGIT CASUTA FERMECATA CRAIOVA,CRAIOVA,,0,0,,
,1062105537,1061100039,,47079,47088,1062105537,BUZĂU,,,,ȘCOALA PRIMARĂ SAT IONAȘTI COMUNA GURA TEGHII,SCOALA PRIMARA SAT IONASTI COMUNA GURA TEGHII,GURA TEGHII,,0,0,,
,2562100386,2561102492,589898,110875,110919,2562100386,MEHEDINŢI,,,,ȘCOALA PRIMARĂ LUPȘA DE JOS,SCOALA PRIMARA LUPSA DE JOS,LUPŞA DE JOS,,0,0,PRINCIPALĂ,
,0162101172,0161100126,,1213,1286,0162101172,ALBA,,,24,GRADINITA CU PROGRAM NORMAL GIRBOVA DE JOS,GRADINITA CU PROGRAM NORMAL GIRBOVA DE JOS,GÂRBOVA DE JOS,,0,0,GHEORGHE ASACHIA,
28052530,1361101031,,130453544,63170,62663,1361101031,CONSTANŢA,,,6,ŞCOALA GIMNAZIALĂ NR. 1 VULTURU,SCOALA GENERALA NR 1 VULTURU,VULTURU,,0,0,PREOT ANTON POPESCU,
3626999,2461103341,,8207185,106559,106568,2461103341,MARAMUREŞ,,,,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA SIGHETU MARMATIEI,CENTRUL SCOLAR DE EDUCATIE INCLUZIVA SIGHETU MARMATIEI,SIGHETU MARMAŢIEI,,0,0,TISEI,
4245836,1971104274,,521638,83320,83339,1971104274,HARGHITA,46.3697708,25.8070097523904,20,PALATUL COPIILOR MIERCUREA CIUC,PALATUL COPIILOR MIERCUREA CIUC,MIERCUREA CIUC,158514434,0,0,TOPLIȚA,
,2662107324,2661104669,,116493,116518,2662107324,MUREŞ,,,29,GRĂDINIȚA CU PROGRAM NORMAL CRIȘ,GRADINITA CU PROGRAM NORMAL CRIS,CRIŞ,,0,0,PRINCIPALA,
,0562103928,0561101017,,26975,26984,0562103928,BIHOR,46.7972706484092,21.65381272001,30,"GRĂDINIȚA CU PROGRAM NORMAL ""CURCUBEU"" SALONTA",GRADINITA CU PROGRAM NORMAL CURCUBEU SALONTA,SALONTA,,GRĂDINIȚA CURCUBEU,58,Batthyany Lajos,
,1062102968,1061106194,,50228,50273,1062102968,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT NICULEŞTI COMUNA VINTILĂ VODĂ,GRADINITA CU PROGRAM NORMAL SAT NICULESTI COMUNA VINTILA VODA,NICULEŞTI,,0,0,,
4742037,3361100251,,691419,146744,146753,3361100251,SUCEAVA,47.3477792,25.3566936,24,LICEUL TEORETIC ”ION LUCA” VATRA DORNEI,LICEUL TEORETIC ION LUCA VATRA DORNEI,VATRA DORNEI,479886940,0,0,MIHAI EMINESCU,
,0462102078,0461107124,,20778,20787,0462102078,BACĂU,,,,GRADINITA CU PROGRAM NORMAL NR 8 BUHUSI,GRADINITA CU PROGRAM NORMAL NR 8 BUHUSI,BUHUŞI,,0,0,PRIMAVERII NR 5,
,5162101553,5161100796,,105259,105268,5162101553,CĂLĂRAŞI,44.1410851111368,26.8168025430445,,SCOALA PRIMARA NR.1 CLINCIU,SCOALA PRIMARA NR 1 CLINCIU,SPANŢOV,,SCOALA CLINCIU,68,,
,5162101883,5161100855,,101458,101485,5162101883,CĂLĂRAŞI,,,,GRADINITA PROG. NORMAL NR.4 BUCIUMENI,GRADINITA CU PROGRAM NORMAL NR 4 BUCIUMENI,BUCIUMENI,,0,0,,
,1662102638,1661105157,,73923,73969,1662102638,DOLJ,,,,GRADINITA CU PROGRAM NORMAL LACRITA MARE,GRADINITA CU PROGRAM NORMAL LACRITA MARE,LĂCRIŢA MARE,,0,0,,
,1362102742,1361101759,,60534,60543,1362102742,CONSTANŢA,,,65,GRĂDINIŢA CU PROGRAM NORMAL NR. 2 TECHIRGHIOL,GRADINITA CU PROGRAM NORMAL NR 2 TECHIRGHIOL,TECHIRGHIOL,,0,0,NICOLAE BĂLCESCU,
,3362102262,3361100016,,150356,150374,3362102262,SUCEAVA,47.442618852621,25.7041822056479,,SCOALA GIMNAZIALA GEMENEA,SCOALA GENERALA GEMENEA,GEMENEA,,ȘCOALA GIMNAZIALĂ GEMENEA,100,,
,0162104989,0161102648,,8014,8023,0162104989,ALBA,,,,GRADINITA CU PROGRAM NORMAL SUGAG,GRADINITA CU PROGRAM NORMAL SUGAG,ŞUGAG,,0,0,,
,2562100472,2561102456,,110116,110143,2562100472,MEHEDINŢI,44.650468180605,23.1667566608056,45,"ȘCOALA GIMNAZIALĂ ""DUMITRU BODIN"" COMANDA",SCOALA GENERALA DUMITRU BODIN COMANDA,COMANDA,,ȘCOALA GENERALĂ COMANDA,77,GRĂDINILOR,
,1562101928,1561100895,,67522,67586,1562101928,DÂMBOVIŢA,,,10,GRĂDINIȚA CU PROGRAM NORMAL SCHELA GLODENI,GRADINITA CU PROGRAM NORMAL SCHELA GLODENI,SCHELA,,0,0,SCHELA,
28053218,1361100903,,130453283,62191,62208,1361100903,CONSTANŢA,44.3634543792137,28.4607821310304,37,LICEUL TEORETIC MIHAIL KOGĂLNICEANU,LICEUL TEORETIC MIHAIL KOGALNICEANU,MIHAIL KOGĂLNICEANU,,LICEUL TEORETIC MIHAIL KOGĂLNICEANU,100,KARA MURAT,
17192032,2261105486,,551451,98649,98658,2261105486,IAŞI,47.3692306910798,27.5107512921782,,"ȘCOALA GIMNAZIALĂ ""PETRU ANGHEL"", PROBOTA",SCOALA GENERALA PETRU ANGHEL PROBOTA,PROBOTA,,SCOLA GIMNAZIALA'PETRUANGHEL'PROBOTA,97,,
,2862103602,2861104544,,129816,129861,2862103602,OLT,,,,GRADINITA CU PROGRAM NORMAL POGANU,GRADINITA CU PROGRAM NORMAL POGANU,POGANU,,0,0,,
4505413,4061100384,,765052,179132,179141,4061100384,MUNICIPIUL BUCUREŞTI,44.4826062,26.049799,9,"Liceul Teoretic ""C-tin Brâncoveanu""",LICEUL TEORETIC C TIN BRANCOVEANU,BUCUREŞTI SECTORUL 1,2391797101,0,0,Pajurei,
,3562105832,3561101638,,158528,158555,3562105832,TIMIŞ,,,,GRĂDINIȚA CU PROGRAM NORMAL HODONI COM.SATCHINEZ,GRADINITA CU PROGRAM NORMAL HODONI COM SATCHINEZ,HODONI,,0,0,,
,0362101626,0361104801,,13490,13506,0362101626,ARGEŞ,,,91,GRĂDINIȚA CU PROGRAM NORMAL NR. 9 CÂMPULUNG,GRADINITA CU PROGRAM NORMAL NR 9 CAMPULUNG,CÂMPULUNG,,0,0,Carpați,
,0462105868,0461107721,,21560,21579,0462105868,BACĂU,,,,GRADINITA CU PROGRAM NORMAL BOGDANESTI,GRADINITA CU PROGRAM NORMAL BOGDANESTI,BOGDĂNEŞTI,,0,0,,
,1362103838,1361100107,,61737,61791,1362103838,CONSTANŢA,,,,ŞCOALA GIMNAZIALĂ NR. 1 VĂLENI,SCOALA GENERALA NR 1 VALENI,VĂLENI,,0,0,,
28424120,1061104432,,415310,50399,50406,1061104432,BUZĂU,,,,ŞCOALA GIMNAZIALĂ COMUNA VÂLCELELE,SCOALA GENERALA COMUNA VALCELELE,VÂLCELELE,,0,0,,
4568020,3461101201,,1213903,151790,151807,3461101201,TELEORMAN,,,133,"LICEUL TEORETIC ""CONSTANTIN NOICA"" ALEXANDRIA",LICEUL TEORETIC CONSTANTIN NOICA ALEXANDRIA,ALEXANDRIA,,0,0,DUNĂRII,
,0762102431,0761100153,,38633,38660,0762102431,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 3 REDIU RADAUTI PRUT,GRADINITA CU PROGRAM NORMAL NR 3 REDIU RADAUTI PRUT,REDIU,,0,0,,
28891958,2461100175,,582864,108017,108026,2461100175,MARAMUREŞ,,,149,"SCOALA GIMNAZIALA ""LIVIU REBREANU"" DRAGOMIRESTI",SCOALA GENERALA LIVIU REBREANU DRAGOMIRESTI,DRAGOMIREŞTI,,0,0,01.dec.18,
,3362107172,3361102764,,150221,150249,3362107172,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL GRIGORESTI,GRADINITA CU PROGRAM NORMAL GRIGORESTI,GRIGOREŞTI,,0,0,,
,0462103477,0461108292,,21338,21356,0462103477,BACĂU,46.4992415010575,26.6813902188876,,SCOALA PRIMARA BOSOTENI,SCOALA PRIMARA BOSOTENI,BOŞOTENI,,ȘCOALA GENERALĂ BOȘOTENI,81,,
,3762101083,3761100082,,166770,166789,3762101083,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT VINDEREI",GRADINITA CU PROGRAM NORMAL SAT VINDEREI,VINDEREI,,0,0,,
,2862102325,2861104734,,129460,129497,2862102325,OLT,,,,SCOALA GIMNAZIALA POTLOGENI,SCOALA GENERALA POTLOGENI,POTLOGENI,,0,0,,
,0162105583,0161100058,,7810,7847,0162105583,ALBA,,,1,GRADINITA CU PROGRAM NORMAL BACAINTI,GRADINITA CU PROGRAM NORMAL BACAINTI,BĂCĂINŢI,,0,0,PRINCIPALA,
,3162101395,3161100937,,141447,141508,3162101395,SĂLAJ,,,40,GRĂDINIȚA CU PROGRAM NORMAL SÎNPETRU ALMAȘULUI,GRADINITA CU PROGRAM NORMAL SINPETRU ALMASULUI,SÂNPETRU ALMAŞULUI,,0,0,Principală,
16852335,3361102782,,1253226,146263,146272,3361102782,SUCEAVA,47.6681225016326,26.2819628190065,FN,"SCOALA GIMNAZIALA ""MIRON COSTIN"" SUCEAVA",SCOALA GENERALA MIRON COSTIN SUCEAVA,SUCEAVA,,"ȘCOALA GIMNAZIALĂ NR.11, ,,MIRON COSTIN"", SALA A",83,PACII,
,3762105648,3761107519,,163324,163333,3762105648,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, SAT DELENI",GRADINITA CU PROGRAM NORMAL NR 2 SAT DELENI,DELENI,,0,0,,
,0662103316,0661101436,376174,34985,35045,0662103316,BISTRIŢA-NĂSĂUD,46.9464588335555,24.4595921321079,67,ȘCOALA GIMNAZIALĂ VIILE TECII,SCOALA GENERALA VIILE TECII,VIILE TECII,,ȘCOALA GIMNAZIALĂ VIILE TECII,100,Principală,
22131058,5161200057,,3747579,92569,92578,5161200057,CĂLĂRAŞI,,,,"SCOALA ""HELIKON"" CALARASI",SCOALA HELIKON CALARASI,CĂLĂRAŞI,,0,0,,
20745795,4061104085,,7244966,179132,179141,4061104085,MUNICIPIUL BUCUREŞTI,44.44570855,26.0843763103675,56,"Liceul Teoretic Bulgar ""Hristo Botev""",LICEUL TEORETIC BULGAR HRISTO BOTEV,BUCUREŞTI SECTORUL 1,180563616,0,0,Griviţei,
21300167,3041101477,,115,136483,136492,3041101477,SATU MARE,,,,CENTRUL JUDEȚEAN DE RESURSE ȘI ASISTENȚĂ EDUCAȚIONALĂ SATU MARE,CENTRUL JUDETEAN DE RESURSE SI ASISTENTA EDUCATIONALA SATU MARE,SATU MARE,,0,0,1 DECEMBRIE 1918 NR.6,
,0162104184,0161100067,,4366,4384,0162104184,ALBA,46.2098356674918,23.591131088427,193,SCOALA GIMNAZIALA BENIC,SCOALA GENERALA BENIC,BENIC,,ȘCOALA GIMNAZIALĂ  BENIC,100,,
4491156,2831100276,,1106887,125347,125356,2831100276,OLT,,,15,CASA CORPULUI DIDACTIC SLATINA,CASA CORPULUI DIDACTIC SLATINA,SLATINA,,0,0,Ionascu,
17493442,3261100162,,321271797,143619,143628,3261100162,SIBIU,46.1654296195475,24.3509454834772,2,"SCOALA GIMNAZIALA ""HERMAN OBERTH"" MEDIAS",SCOALA GENERALA HERMAN OBERTH MEDIAS,MEDIAŞ,,ȘCOALA GIMNAZIALĂ HERMANN OBERTH,88,Castelului,
,1462100906,1461100467,3037779,63394,63401,1462100906,COVASNA,,,46,"Grădinița cu Program Normal ""Néri Szent Fülöp"" Sfântu Gheorghe",GRADINITA CU PROGRAM NORMAL NÉRI SZENT FÜLÖP SFANTU GHEORGHE,SFÂNTU  GHEORGHE,,0,0,Brazilor,
,1762102297,1761100589,,77509,77527,1762102297,GALAŢI,,,,"SCOALA PRIMARA NR.1, SAT CRAIESTI, COMUNA VARLEZI",SCOALA PRIMARA NR 1 SAT CRAIESTI COMUNA VARLEZI,CRĂIEŞTI,,0,0,,
,3862103477,3861105131,,168452,168461,3862103477,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,BĂLCEŞTI,,0,0,,
3519755,0281101416,,317257,9262,9271,0281101416,ARAD,,,6,"CLUBUL SPORTIV SCOLAR ""GLORIA"" ARAD",CLUBUL SPORTIV SCOLAR GLORIA ARAD,ARAD,,0,0,Ion Rusu Sirianu,
,2962100692,2961102373,642224,133394,133410,2962100692,PRAHOVA,,,436,"GRĂDINIȚA CU PROGRAM NORMAL, SAT FULGA DE SUS, COMUNA FULGA",GRADINITA CU PROGRAM NORMAL SAT FULGA DE SUS COMUNA FULGA,FULGA DE SUS,,0,0,PRINCIPALĂ,
4367507,1961104916,,1181801,83133,83142,1961104916,HARGHITA,46.310078300227,25.2925619371562,35A,"LICEUL TEHNOLOGIC ""KÓS KÁROLY"" ODORHEIU SECUIESC",LICEUL TEHNOLOGIC KÓS KAROLY ODORHEIU SECUIESC,ODORHEIU SECUIESC,,"LICEUL TEHNOLOGIC ,,KÓS KÁROLY""",76,NICOLAE BĂLCESCU,
,2862102985,2861100549,,128178,128203,2862102985,OLT,,,,GRADINITA CU PROGRAM NORMAL OLARI,GRADINITA CU PROGRAM NORMAL OLARI,OLARI,,0,0,,
,2362100172,2361100059,,105570,105589,2362100172,ILFOV,,,6,GRĂDINIȚA NR. 1 TUNARI,GRADINITA NR 1 TUNARI,TUNARI,,0,0,01.dec,
,2662101508,2661103917,,116867,116876,2662101508,MUREŞ,,,75,GRĂDINIȚA CU PROGRAM NORMAL GĂLEŞTI,GRADINITA CU PROGRAM NORMAL GALESTI,GĂLEŞTI,,0,0,PRINCIPALĂ,
,1662100776,1661105989,,69900,69919,1662100776,DOLJ,,,,"GRADINITA CU PROGRAM NORMAL ""NEGHINITA"" CRAIOVA",GRADINITA CU PROGRAM NORMAL NEGHINITA CRAIOVA,CRAIOVA,,0,0,,
,2962105408,2961101978,638170,136250,133483,2962105408,PRAHOVA,,,184,"ȘCOALA PRIMARĂ, SAT OLARII VECHI, COMUNA OLARI",SCOALA PRIMARA SAT OLARII VECHI COMUNA OLARI,OLARII VECHI,,0,0,PRINCIPALĂ,
17145405,2261105735,,549393,97189,97198,2261105735,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, GORBAN",SCOALA GENERALA GORBAN,GORBAN,,0,0,DN28,
,0762101326,0761104677,401,36756,36792,0762101326,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 3 SARAFINESTI,GRADINITA CU PROGRAM NORMAL NR 3 SARAFINESTI,SARAFINEŞTI,,0,0,SARAFINESTI,
337740,4061206429,,401778989,179132,179169,4061206429,MUNICIPIUL BUCUREŞTI,,,20,"Grădiniţa ""Genoveva""",GRADINITA GENOVEVA,BUCUREŞTI SECTORUL 3,,0,0,"Grigorescu Nicolae, pictor",
23995222,4061101105,,767476,179132,179150,4061101105,MUNICIPIUL BUCUREŞTI,44.4417486,26.1294500462402,109A,Școala Gimnazială nr. 56,SCOALA GENERALA NR 56,BUCUREŞTI SECTORUL 2,41905405,0,0,Protopopescu Pache,
,0462106186,0461108315,,25932,25950,0462106186,BACĂU,,,,GRADINITA CU PROGRAM NORMAL BARTASESTI,GRADINITA CU PROGRAM NORMAL BARTASESTI,BĂRTĂŞEŞTI,,0,0,,
,3362106397,3361103937,,149682,149735,3362106397,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL GLODU,GRADINITA CU PROGRAM NORMAL GLODU,GLODU,,0,0,,
,0762100239,0761105099,,36060,36088,0762100239,BOTOŞANI,,,,SCOALA PRIMARA NR. 1 BODEASA,SCOALA PRIMARA NR 1 BODEASA,BODEASA,,0,0,BODEASA,
,1262104402,1261102481,120447222,54975,54984,1262104402,CLUJ,46.7729387,23.592651,4,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""ALBĂ CA ZĂPADA"" - STRUCTURA 1 CLUJ-NAPOCA",GRADINITA CU PROGRAM PRELUNGIT ALBA CA ZAPADA STRUCTURA 1 CLUJ NAPOCA,CLUJ-NAPOCA,1300733455,0,0,Curie Frederic Joliot,
28982703,2561101654,,589575,109826,109835,2561101654,MEHEDINŢI,44.6147312655968,22.7120007540707,,ŞCOALA GIMNAZIALĂ ŞIMIAN,SCOALA GENERALA SIMIAN,ŞIMIAN,,ȘCOALA GENERALĂ I-VIII ȘIMIAN,86,,
,3062100839,3061102529,,136848,136893,3062100839,SATU MARE,47.6852232554698,22.8550701888049,66,ȘCOALA GIMNAZIALĂ MĂDĂRAS,SCOALA GENERALA MADARAS,MĂDĂRAS,,SCOALA GENERALĂ MĂDĂRAS,100,PRINCIPALĂ,
29045450,3861105244,,741109,168372,168443,3861105244,VÂLCEA,44.9372749048775,24.2370536994418,,SCOALA GIMNAZIALA VALEA MARE/BABENI,SCOALA GENERALA VALEA MARE/BABENI,VALEA MARE,,"ȘCOALA GIMNAZIALĂ, SAT VALEA MARE, ORAȘ BĂBENI",85,,
,3462101721,3461100209,,154068,154111,3462101721,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 SCURTU SLĂVEȘTI,GRADINITA CU PROGRAM NORMAL NR 2 SCURTU SLAVESTI,SCURTU-SLĂVEŞTI,,0,0,,
31088179,3261203638,,322384929,143450,143469,3261203638,SIBIU,,,17 A,"GRADINITA CU PROGRAM PRELUNGIT ""LEARN & PLAY"" SIBIU",GRADINITA CU PROGRAM PRELUNGIT LEARN & PLAY SIBIU,SIBIU,,0,0,Alecsandri Vasile,
,2162100487,2161101226,,92658,92667,2162100487,IALOMIŢA,,,4,"ŞCOALA GIMNAZIALĂ ""GHEORGHE LAZĂR"" SLOBOZIA-SEM.TEOLOGIC SLOBOZIA",SCOALA GENERALA GHEORGHE LAZAR SLOBOZIA SEM TEOLOGIC SLOBOZIA,SLOBOZIA,,0,0,ALEEA ŞCOLII,
4870710,3161101074,,661268,139811,139820,3161101074,SĂLAJ,47.2628090172457,23.2563145751406,7,"LICEUL TEORETIC ""ION AGARBICEANU"" JIBOU",LICEUL TEORETIC ION AGARBICEANU JIBOU,JIBOU,,"LICEUL TEORETIC ""ION AGÂRBICEANU""",91,TUDOR VLADIMIRESCU,
,1062102344,1061104952,,44818,44827,1062102344,BUZĂU,,,,"GRĂDINIŢA CU PROGRAM PRELUNGIT ""CĂSUŢA POVEŞTILOR"" MUNICIPIUL BUZĂU",GRADINITA CU PROGRAM PRELUNGIT CASUTA POVESTILOR MUNICIPIUL BUZAU,BUZĂU,,0,0,,
,5262100433,5261101434,,103238,103265,5262100433,GIURGIU,,,,ȘCOALA GIMNAZIALĂ NR.2 NAIPU,SCOALA GENERALA NR 2 NAIPU,NAIPU,,0,0,,
4352573,5261101479,,568466,100521,100530,5261101479,GIURGIU,43.8895278719947,25.9592192539709,,"SCOALA GIMNAZIALA ""SF.GHEORGHE""",SCOALA GENERALA SF GHEORGHE,GIURGIU,,ȘCOALA GIMNAZIALĂ SFÂNTUL GHEORGHE,92,,
29029153,2661105304,,604806,118575,118584,2661105304,MUREŞ,,,217,ȘCOALA GIMNAZIALĂ OGRA,SCOALA GENERALA OGRA,OGRA,,0,0,PRINCIPALA,
,3362107267,3361103209,,147526,147544,3362107267,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL CACICA,GRADINITA CU PROGRAM NORMAL CACICA,CACICA,,0,0,,
,3962104567,3961100997,,176551,176588,3962104567,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL DEALU SARII,GRADINITA CU PROGRAM NORMAL DEALU SARII,DEALU SĂRII,,0,0,Principala,
29190710,0461107377,,346662,22941,22996,0461107377,BACĂU,46.3768568468032,27.0376559868657,1,SCOALA GIMNAZIALA RACATAU,SCOALA GENERALA RACATAU,RĂCĂTĂU-RĂZEŞI,,ȘCOALA RĂCĂTĂU,76,PRINCIPALA,
,3962100242,3961100667,,177799,177806,3962100242,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL NR.1 STRAOANE,GRADINITA CU PROGRAM NORMAL NR 1 STRAOANE,STRĂOANE,,0,0,Principala,
,0462101629,0461107237,,23868,23939,0462101629,BACĂU,,,,SCOALA PRIMARA TAULA,SCOALA PRIMARA TAULA,TAULA,,0,0,,
,0262104852,0261100708,,12368,12395,0262104852,ARAD,,,,SCOALA PRIMARA MISCA-SIRIA,SCOALA PRIMARA MISCA SIRIA,MÂSCA,,0,0,,
29146021,1561101616,,468214,66697,66713,1561101616,DÂMBOVIŢA,44.7240139077434,25.8488474502528,20,ȘCOALA GIMNAZIALĂ FÂNTÂNELE COJASCA,SCOALA GENERALA FANTANELE COJASCA,FÂNTÂNELE,,ȘCOALA GIMNAZIALĂ COJASCA,82,PRINCIPALĂ,
4637546,3161100304,,311157977,139704,139713,3161100304,SĂLAJ,,,2,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.12 ZALĂU,GRADINITA CU PROGRAM PRELUNGIT NR 12 ZALAU,ZALĂU,,0,0,Lazăr Gheorghe,
,3362101166,3361103141,,149968,150025,3362101166,SUCEAVA,47.4468825010694,26.3873571197492,,SCOALA PRIMARA HUSI,SCOALA PRIMARA HUSI,HUŞI,,ȘCOALA PRIMARĂ HUȘI,100,,
28949782,1161103669,,424579,51751,51788,1161103669,CARAŞ-SEVERIN,45.3010799022154,22.2688298231217,,ŞCOALA GIMNAZIALĂ PETROŞNIŢA,SCOALA GENERALA PETROSNITA,PETROŞNIŢA,,SCOALA GIZMNAZIALA PETROSNITA,84,,
,3062102746,3061101252,,136526,136535,3062102746,SATU MARE,,,1,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 8 CAREI,GRADINITA CU PROGRAM PRELUNGIT NR 8 CAREI,CAREI,,0,0,VIILOR,
,0862104522,0861101582,,41284,41337,0862104522,BRAŞOV,,,,Grădinița cu Program Normal Văleni,GRADINITA CU PROGRAM NORMAL VALENI,VĂLENI,,0,0,,
,2662102979,2661100014,,119331,119359,2662102979,MUREŞ,,,81,GRĂDINIȚA CU PROGRAM NORMAL BEZID,GRADINITA CU PROGRAM NORMAL BEZID,BEZID,,0,0,PRINCIPALA,
,1762102718,1761100205,,76255,76273,1762102718,GALAŢI,,,,"SCOALA GIMNAZIALA NR.1, SAT VIILE, COMUNA FARTANESTI",SCOALA GENERALA NR 1 SAT VIILE COMUNA FARTANESTI,VIILE,,0,0,,
,1962103015,1961104242,,84594,84601,1962103015,HARGHITA,,,1049,SCOALA PRIMARĂ ALSÓ NÉPISKOLA LĂZAREA,SCOALA PRIMARA ALSÓ NÉPISKOLA LAZAREA,LĂZAREA,,0,0,PRINCIPALĂ,
,3162103085,3161100114,,141232,141241,3162103085,SĂLAJ,,,53,GRĂDINIȚA CU PROGRAM NORMAL GÎRBOU,GRADINITA CU PROGRAM NORMAL GIRBOU,GÂRBOU,,0,0,Principală,
2845273,2961101725,,640769,130981,130990,2961101725,PRAHOVA,,,12,"GRĂDINIȚA CU PROGRAM NORMAL ȘI PROGRAM PRELUNGIT, ORAȘUL BĂICOI",GRADINITA CU PROGRAM NORMAL SI PROGRAM PRELUNGIT ORASUL BAICOI,BĂICOI,,0,0,UNIRII,
,1462102225,1461100829,458934,63394,63410,1462102225,COVASNA,,,72,Grădinița cu Program Normal Chilieni,GRADINITA CU PROGRAM NORMAL CHILIENI,CHILIENI,,0,0,Principală,
14131537,2161100781,,210539506,92701,92710,2161100781,IALOMIŢA,44.4105941019664,27.8270147452688,532,"ŞCOALA GIMNAZIALĂ ""AUREL VLAICU"" FETEŞTI",SCOALA GENERALA AUREL VLAICU FETESTI,FETEŞTI,,"ȘCOALA GIMNAZIALA ""AUREL VLAICU""",88,CĂLĂRAŞI,
,1162101459,1161103556,421761,52721,52730,1162101459,CARAŞ-SEVERIN,,,343,GRĂDINIŢA CU PROGRAM NORMAL DOMAŞNEA,GRADINITA CU PROGRAM NORMAL DOMASNEA,DOMAŞNEA,,0,0,PRINCIPALĂ,
,3962103028,3961100061,,176150,176169,3962103028,VRANCEA,,,2,GRADINITA CU PROGRAM NORMAL NR.2 FITIONESTI,GRADINITA CU PROGRAM NORMAL NR 2 FITIONESTI,FITIONEŞTI,,0,0,Principala,
