COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,str,wikidata
,0362105295,0361103795,,14352,14389,0362105295,ARGEŞ,,,,GRĂDINIŢA CU PROGRAM NORMAL LENTEA I,GRADINITA CU PROGRAM NORMAL LENTEA I,NEGREŞTI,,,
,2262100775,2261106062,,98827,98907,2262100775,IAŞI,,,,"ȘCOALA PRIMARĂ, SLOBOZIA",SCOALA PRIMARA SLOBOZIA,SLOBOZIA,,,
,0762101579,0761105027,,37011,37020,0762101579,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR 1 DERSCA,GRADINITA CU PROGRAM NORMAL NR 1 DERSCA,DERSCA,,DERSCA,
,0462101181,0461106539,,20607,20661,0462101181,BACĂU,,,,GRADINITA CU PROGRAM NORMAL TEMELIA,GRADINITA CU PROGRAM NORMAL TEMELIA,TEMELIA,,,
,1962101076,1961104554,,85074,85092,1962101076,HARGHITA,,,29,ȘCOALA GIMNAZIALĂ LIVEZI,SCOALA GIMNAZIALA LIVEZI,LIVEZI,,PRINCIPALĂ,
,2962103573,2961102604,636794,131577,131586,2962103573,PRAHOVA,,,248,"ȘCOALA GIMNAZIALĂ NR. 2, ORAȘUL SLĂNIC",SCOALA GIMNAZIALA NR 2 ORASUL SLANIC,SLĂNIC,,CALEA PLOIEȘTI,
26112229,0661201443,,6317389,32394,32401,0661201443,BISTRIŢA-NĂSĂUD,,,29,"GRĂDINIȚA SOCIALA CU PROGRAM NORMAL ""BENITA""",GRADINITA SOCIALA CU PROGRAM NORMAL BENITA,BISTRIŢA,,Kogălniceanu Mihail,
21952632,1761100996,,495449,75542,75551,1761100996,GALAŢI,,,,"SCOALA GIMNAZIALA ""GHEORGHE SI MARIA TASCA"", COMUNA BALABANESTI",SCOALA GIMNAZIALA GHEORGHE SI MARIA TASCA COMUNA BALABANESTI,BĂLĂBĂNEŞTI,,,
29873453,0661101115,,371473,32394,32401,0661101115,BISTRIŢA-NĂSĂUD,,,2-4,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL ""DUMBRAVA MINUNATĂ"" BISTRIȚA",GRADINITA CU PROGRAM SAPTAMANAL DUMBRAVA MINUNATA BISTRITA,BISTRIŢA,,Teodoroiu Ecaterina,
4192685,4061103306,,765064,179132,179141,4061103306,MUNICIPIUL BUCUREŞTI,,,163,"Colegiul Naţional ""I.L.Caragiale""",COLEGIUL NATIONAL I L CARAGIALE,BUCUREŞTI SECTORUL 1,,Dorobanţi,
29108311,3561101172,,711659,155528,155537,3561101172,TIMIŞ,46.0718534,20.6278851,2,"SCOALA GIMNAZIALA ""THEODOR BUCURESCU"" NR.1 ORAS SANNICOLAU MARE",SCOALA GIMNAZIALA THEODOR BUCURESCU NR 1 ORAS SANNICOLAU MARE,SÂNNICOLAU MARE,2674304322,P-ta 1 Mai,
29313740,1361100107,,130452734,61737,61746,1361100107,CONSTANŢA,,,18,LICEUL TEHNOLOGIC ’RADU PRIŞCU’ DOBROMIR,LICEUL TEHNOLOGIC RADU PRISCU DOBROMIR,DOBROMIR,,BĂNEASA,
24564937,1061104943,,413257,44845,44854,1061104943,BUZĂU,,,,ŞCOALA GIMNAZIALĂ NR.2 MUNICIPIUL RÎMNICU SĂRAT,SCOALA GIMNAZIALA NR 2 MUNICIPIUL RIMNICU SARAT,RÂMNICU SĂRAT,,"PAUN PINCIO, NR.2",
,0662102663,0661100105,375223,33989,34002,0662102663,BISTRIŢA-NĂSĂUD,,,27,ȘCOALA PRIMARĂ FLOREȘTI,SCOALA PRIMARA FLORESTI,FLOREŞTI,,Principală,
4562630,0161100022,,1180223,1017,1026,0161100022,ALBA,46.086852,23.5865025,143,"COLEGIUL TEHNIC ""ALEXANDRU DOMSA"" ALBA IULIA",COLEGIUL TEHNIC ALEXANDRU DOMSA ALBA IULIA,ALBA IULIA,2687329228,TUDOR VLADIMIRESCU,
,0162105054,0161100058,,7810,7838,0162105054,ALBA,,,,GRADINITA CU PROGRAM NORMAL BALOMIRU DE CIMP,GRADINITA CU PROGRAM NORMAL BALOMIRU DE CIMP,BALOMIRU DE CÂMP,,,
18252396,3361103444,,691914,146628,146637,3361103444,SUCEAVA,,,12,"SCOALA GIMNAZIALA ""GHEORGHE POPADIUC"" RADAUTI",SCOALA GIMNAZIALA GHEORGHE POPADIUC RADAUTI,RĂDĂUŢI,,DOBROGEANU GHEREA,
,3762103429,3761104403,,163486,163495,3762103429,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT DRAGOMIREȘTI",SCOALA PRIMARA SAT DRAGOMIRESTI,DRAGOMIREŞTI,,,
,1862101299,1861106119,,79308,79317,1862101299,GORJ,,,,GRADINITA CU PROGRAM NORMAL NR 2 BUMBESTI-JIU,GRADINITA CU PROGRAM NORMAL NR 2 BUMBESTI JIU,BUMBEŞTI-JIU,,,
,2862103398,2861101315,,128374,128383,2862103398,OLT,,,,GRADINITA CU PROGRAM PRELUNGIT POTCOAVA,GRADINITA CU PROGRAM PRELUNGIT POTCOAVA,POTCOAVA,,,
,3362101184,3361103141,,149968,150034,3362101184,SUCEAVA,,,,SCOALA GIMNAZIALA LEUCUSESTI,SCOALA GIMNAZIALA LEUCUSESTI,LEUCUŞEŞTI,,,
4375992,2661104027,,1090674,118281,118290,2661104027,MUREŞ,,,,"ȘCOALA GIMNAZIALĂ ""DEAK FARKAS"" MIERCUREA NIRAJULUI",SCOALA GIMNAZIALA DEAK FARKAS MIERCUREA NIRAJULUI,MIERCUREA NIRAJULUI,,TEILOR,
29026742,2961102034,,1182221,133161,133170,2961102034,PRAHOVA,,,3,"LICEUL TEHNOLOGIC, COMUNA FILIPEȘTII DE PĂDURE",LICEUL TEHNOLOGIC COMUNA FILIPESTII DE PADURE,FILIPEŞTII DE PĂDURE,,01.mai,
,3862101828,3861101204,,168602,168611,3862101828,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL NR.2,GRADINITA CU PROGRAM NORMAL NR 2,BERBEŞTI,,,
,0762101611,0761104926,,39168,39195,0762101611,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 BOBULESTI,GRADINITA CU PROGRAM NORMAL NR 2 BOBULESTI,BOBULEŞTI,,,
,1862102083,1861106309,,79077,79086,1862102083,GORJ,,,,GRADINITA CU PROGRAM NORMAL BOLBOSI,GRADINITA CU PROGRAM NORMAL BOLBOSI,BOLBOŞI,,,
,3962102954,3961101044,,177263,177307,3962102954,VRANCEA,,,59,GRADINITA CU PROGRAM NORMAL MAHRIU,GRADINITA CU PROGRAM NORMAL MAHRIU,MAHRIU,,Sperantei,
,2662100457,2661104606,,118995,119000,2662100457,MUREŞ,,,100,GRĂDINIȚA CU PROGRAM NORMAL RÂCIU,GRADINITA CU PROGRAM NORMAL RACIU,RÂCIU,,PRINCIPALA,
,2962105711,2961102468,642767,134942,134951,2962105711,PRAHOVA,,,1,"GRĂDINIȚA CU PROGRAM NORMAL, COMUNA PUCHENII MARI",GRADINITA CU PROGRAM NORMAL COMUNA PUCHENII MARI,PUCHENII MARI,,ODĂILE,
18001467,1261102531,,120439665,58393,58400,1261102531,CLUJ,,,219,"ȘCOALA GIMNAZIALĂ MĂNĂSTIRENI, COM. MĂNĂSTIRENI",SCOALA GIMNAZIALA MANASTIRENI COM MANASTIRENI,MĂNĂSTIRENI,,,
4603454,3261102024,,321182520,144054,144063,3261102024,SIBIU,,,1,LICEUL TEHNOLOGIC MIRSA,LICEUL TEHNOLOGIC MIRSA,AVRIG,,CORNELIU COPOSU,
29033723,0261100459,,1000473,9262,9271,0261100459,ARAD,46.19922005,21.2920186279245,3,"GRADINITA PP ""GRADINITA PRIETENIEI"" ARAD",GRADINITA PP GRADINITA PRIETENIEI ARAD,ARAD,304666051,Predeal,
,1262101548,1261100036,120439615,58311,58339,1262101548,CLUJ,,,136,"GRĂDINIȚA CU PROGRAM NORMAL GLIGOREȘTI, COM. LUNA",GRADINITA CU PROGRAM NORMAL GLIGORESTI COM LUNA,GLIGOREŞTI,,PRINCIPALA,
,1162102469,1161103755,420808,50969,50978,1162102469,CARAŞ-SEVERIN,,,57,GRĂDINIŢA CU PROGRAM NORMAL NR.2 BOCŞA,GRADINITA CU PROGRAM NORMAL NR 2 BOCSA,BOCŞA,,TUDOR VLADIMIRESCU,
,3762102817,3761104602,,164393,164437,3762102817,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT BROȘTENI",SCOALA PRIMARA SAT BROSTENI,BROŞTENI,,,
,5262101696,5261100944,,102446,102464,5262101696,GIURGIU,,,NR.1,GRĂDINIȚA CU PROGRAM NORMAL NR.3 PLOPSORU,GRADINITA CU PROGRAM NORMAL NR 3 PLOPSORU,PLOPŞORU,,STR.PRINCIPALĂ,
28973322,2961102174,,636952,131899,131906,2961102174,PRAHOVA,,,17,"ȘCOALA GIMNAZIALĂ ""RADU ȘI SEVERA NOVIAN"", COMUNA ADUNAȚI",SCOALA GIMNAZIALA RADU SI SEVERA NOVIAN COMUNA ADUNATI,ADUNAŢI,,PRINCIPALĂ,
,3862104813,3861105208,,169253,169280,3862104813,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,PIETRENI,,,
,3762105535,3761105128,,167302,166226,3762105535,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT SATU NOU",GRADINITA CU PROGRAM NORMAL SAT SATU NOU,SATU NOU,,,
,3762103949,3761104421,,162194,162309,3762103949,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT ȚIFU",GRADINITA CU PROGRAM NORMAL SAT TIFU,ŢIFU,,,
,1562104967,1561105801,,67014,67023,1562104967,DÂMBOVIŢA,,,126,GRĂDINIȚA CU PROGRAM NORMAL CORNEȘTI,GRADINITA CU PROGRAM NORMAL CORNESTI,CORNEŞTI,,PRINCIPALĂ,
,3162102021,3161104362,,142881,142890,3162102021,SĂLAJ,,,15,ȘCOALA GIMNAZIALĂ NR.2 SĂRMĂȘAG,SCOALA GIMNAZIALA NR 2 SARMASAG,ŞĂRMĂŞAG,,MINERILOR,
17140475,2261104883,,545919,95060,95079,2261104883,IAŞI,47.1489365,27.5906828006916,13,"ȘCOALA GIMNAZIALĂ ""OTILIA CAZIMIR"", IAŞI",SCOALA GIMNAZIALA OTILIA CAZIMIR IASI,IAŞI,42941518,SOCOLA,
,1762102772,1761100779,,77028,77037,1762102772,GALAŢI,,,,"GRADINITA CU PROGRAM NORMAL NR.1, COMUNA PRIPONESTI",GRADINITA CU PROGRAM NORMAL NR 1 COMUNA PRIPONESTI,PRIPONEŞTI,,,
,3962103964,3961100726,,176944,176999,3962103964,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL SAHASTRU,GRADINITA CU PROGRAM NORMAL SAHASTRU,SAHASTRU,,Principala,
35196090,0261104513,,1180338,9262,9271,0261104513,ARAD,,,1,"LICEUL TEHNOLOGIC ""FRANCISC NEUMAN"" ARAD",LICEUL TEHNOLOGIC FRANCISC NEUMAN ARAD,ARAD,,SAVA TEKELIJA,
,3162103628,3161104457,,142550,142569,3162103628,SĂLAJ,,,57,GRĂDINIȚA CU PROGRAM NORMAL SĂLĂȚIG,GRADINITA CU PROGRAM NORMAL SALATIG,SĂLĂŢIG,,Principală,
,0262103521,0261100798,319449,10532,10550,0262103521,ARAD,,,245,SCOALA PRIMARA CHISLACA,SCOALA PRIMARA CHISLACA,CHIŞLACA,,,
4508703,3661100857,,718449,159687,159696,3661100857,TULCEA,,,91,"LICEUL TEORETIC ""CONSTANTIN BRĂTESCU"" ISACCEA",LICEUL TEORETIC CONSTANTIN BRATESCU ISACCEA,ISACCEA,,01.dec,
,3162100159,3161101056,,139704,139713,3162100159,SĂLAJ,,,14,GRĂDINIȚA CU PROGRAM NORMAL NR.4 ZALĂU,GRADINITA CU PROGRAM NORMAL NR 4 ZALAU,ZALĂU,,Andrei Șaguna,
4646862,0851101826,,3039014,40278,40287,0851101826,BRAŞOV,,,33,Clubul Copiilor Făgăraș,CLUBUL COPIILOR FAGARAS,FĂGĂRAŞ,,DOAMNA STANCA,
,0362101196,0361104561,,14085,14156,0362101196,ARGEŞ,,,66,ȘCOALA PRIMARĂ SLĂTIOARELE,SCOALA PRIMARA SLATIOARELE,SLĂATIOARELE,,Slătioarele,
17140530,2262101794,2261105979,,95060,95079,2262101794,IAŞI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR 13, IAŞI",GRADINITA CU PROGRAM NORMAL NR 13 IASI,IAŞI,,GAVRIL MUZICESCU NR.18,
29115394,0761104406,,1326669,35731,35740,0761104406,BOTOŞANI,,,7,"SCOALA GIMNAZIALA ""SFANTA MARIA’’ BOTOSANI",SCOALA GIMNAZIALA SFANTA MARIA BOTOSANI,BOTOŞANI,,ALEEA PACII,
,3762105743,3761107614,,167179,167188,3762105743,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 2, SAT ZORLENI",GRADINITA CU PROGRAM NORMAL NR 2 SAT ZORLENI,ZORLENI,,,
,2452103743,2451101067,977112,106746,106755,2452103743,MARAMUREŞ,,,121,CLUBUL ELEVILOR BORSA,CLUBUL ELEVILOR BORSA,BORŞA,,LIBERTATII,
,0662102401,0661103818,06371538,32394,32401,0662102401,BISTRIŢA-NĂSĂUD,,,6,"GRĂDINIȚA CU PROGRAM NORMAL ""CĂSUȚA CU POVEȘTI"" BISTRIȚA",GRADINITA CU PROGRAM NORMAL CASUTA CU POVESTI BISTRITA,BISTRIŢA,,Subcetate,
16093804,3361104142,,691251,151460,147624,3361104142,SUCEAVA,,,FN,SCOALA GIMNAZIALA SERBAUTI,SCOALA GIMNAZIALA SERBAUTI,ŞERBĂUŢI,,PRINCIPALA,
,3062103218,3061101288,,136713,136740,3062103218,SATU MARE,,,37,ȘCOALA PRIMARĂ MIHĂIENI,SCOALA PRIMARA MIHAIENI,MIHĂIENI,,PRINCIPALA,
,1962102674,1961104685,,84175,84193,1962102674,HARGHITA,,,54,ŞCOALA PRIMARĂ ATIA,SCOALA PRIMARA ATIA,ATIA,,PRINCIPALĂ,
,2662102916,2661104624,,119974,120021,2662102916,MUREŞ,,,3,ȘCOALA PRIMARĂ VALEA FRAȚIEI,SCOALA PRIMARA VALEA FRATIEI,VALEA FRĂŢIEI,,PRINCIPALA,
,3162102134,3161101011,,140501,140538,3162102134,SĂLAJ,,,25,GRĂDINIȚA CU PROGRAM NORMAL SIGHETU SILVANIEI,GRADINITA CU PROGRAM NORMAL SIGHETU SILVANIEI,SIGHETU SILVANIEI,,Principală,
,0762104207,0761105099,,36060,36113,0762104207,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 5 PETRICANI,GRADINITA CU PROGRAM NORMAL NR 5 PETRICANI,PETRICANI,,PETRICANI,
,0262101677,0261100337,318043,10373,10408,0262101677,ARAD,,,,SCOALA PRIMARA SOMOSCHES,SCOALA PRIMARA SOMOSCHES,ŞOMOŞCHEŞ,,,
,2262103335,2261105138,,100148,100175,2262103335,IAŞI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, BORŞA",GRADINITA CU PROGRAM NORMAL BORSA,BORŞA,,,
4539106,0561100043,,1180510,26564,26573,0561100043,BIHOR,,,12/A,"COLEGIUL TEHNIC ""TRAIAN VUIA"" ORADEA",COLEGIUL TEHNIC TRAIAN VUIA ORADEA,ORADEA,,str. Constamtin Brâncoveanu,
,2262104458,2261104693,,99673,99771,2262104458,IAŞI,,,,"ȘCOALA PRIMARĂ, VADU VEJEI",SCOALA PRIMARA VADU VEJEI,VADU VEJEI,,,
,3262103097,3261100031,321195280,145667,145676,3262103097,SIBIU,,,715,GRADINITA CU PROGRAM NORMAL NR 2 SEICA MARE,GRADINITA CU PROGRAM NORMAL NR 2 SEICA MARE,ŞEICA MARE,,PRINCIPALA,
28626161,2461101764,,585505,109425,109434,2461101764,MARAMUREŞ,,,22,SCOALA GIMNAZIALA VIMA MICA,SCOALA GIMNAZIALA VIMA MICA,VIMA MICĂ,,VIMA MICA,
29001306,2061100077,,526420,87175,87184,2061100077,HUNEDOARA,,,31,ȘCOALA GIMNAZIALĂ NR. 4 VULCAN,SCOALA GIMNAZIALA NR 4 VULCAN,VULCAN,,NICOLAE TITULESCU,
29135251,3561101751,,711702,155591,155608,3561101751,TIMIŞ,,,782,"SCOALA GIMNAZIALA ""ING. ANGHEL SALIGNY"" COM.BANLOC",SCOALA GIMNAZIALA ING ANGHEL SALIGNY COM BANLOC,BANLOC,,,
,3962105161,3961100762,,178377,178439,3962105161,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL SERBESTI,GRADINITA CU PROGRAM NORMAL SERBESTI,ŞERBEŞTI,,Principala,
,0762100628,0761104709,,39983,39088,0762100628,BOTOŞANI,,,,SCOALA PRIMARA NR.2 CERCHEJENI,SCOALA PRIMARA NR 2 CERCHEJENI,CERCHEJENI,,CERCHEJENI,
25554389,2861104797,,629105,128472,128481,2861104797,OLT,,,,SCOALA GIMNAZIALA RADOMIRESTI,SCOALA GIMNAZIALA RADOMIRESTI,RADOMIREŞTI,,,
4666363,1861106024,,1181617,78454,78463,1861106024,GORJ,,,1,LICEUL TEHNOLOGIC TICLENI,LICEUL TEHNOLOGIC TICLENI,ŢICLENI,,STR. PETROLIȘTILOR,
,0562102298,0561100848,1193086,30336,30381,0562102298,BIHOR,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 GURANI,GRADINITA CU PROGRAM NORMAL NR 3 GURANI,GURANI,,"sat Gurani, Nr.111",
23015876,2661104547,,1196040,114319,114328,2661104547,MUREŞ,46.5353444,24.5870614381393,17,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" TÎRGU MUREȘ",SCOALA GIMNAZIALA MIHAI VITEAZUL TIRGU MURES,TÎRGU MUREŞ,42946568,MUNCII,
,1962104961,1961104355,,84415,84451,1962104961,HARGHITA,,,51,GRĂDINIȚA NICOLEȘTI,GRADINITA NICOLESTI,NICOLEŞTI,,PRINCIPALĂ,
,1762104218,1761100883,,75098,75105,1762104218,GALAŢI,,,1,"GRADINITA CU PROGRAM PRELUNGIT ""VOINICELUL"", LOCALITATEA GALATI",GRADINITA CU PROGRAM PRELUNGIT VOINICELUL LOCALITATEA GALATI,GALAŢI,,M. SADOVEANU,
29150448 ,1561105629,,470384,179926,69376,1561105629,DÂMBOVIŢA,,,100,ȘCOALA GIMNAZIALĂ RĂSCĂEȚI,SCOALA GIMNAZIALA RASCAETI,RĂSCĂEŢI,,MAIOR VOCHIN ION,
,1062103128,1061104509,,50479,50530,1062103128,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL ZOIŢA COMUNA ZIDURI,GRADINITA CU PROGRAM NORMAL ZOITA COMUNA ZIDURI,ZOIŢA,,,
,3762106676,3761107501,,165470,165522,3762106676,VASLUI,,,,"ȘCOALA PRIMARĂ, SAT CETĂȚUIA",SCOALA PRIMARA SAT CETATUIA,CETĂŢUIA,,,
17145170,2262100825,2261106469,,95060,95079,2262100825,IAŞI,,,,"GRĂDINIȚA CU PROGRAM PRELUNGIT NR 9, IAŞI",GRADINITA CU PROGRAM PRELUNGIT NR 9 IASI,IAŞI,,OTILIA CAZIMIR NR. 31,
,1162101848,1161103841,9912857,51804,51822,1162101848,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL IABALCEA,GRADINITA CU PROGRAM NORMAL IABALCEA,IABALCEA,,,
70358571,1261202479,,7223655,54975,54984,1261202479,CLUJ,,,33,"ȘCOALA POSTLICEALĂ SANITARĂ ""CHRISTIANA"" CLUJ-NAPOCA",SCOALA POSTLICEALA SANITARA CHRISTIANA CLUJ NAPOCA,CLUJ-NAPOCA,,Avram Iancu,
,0662103049,0661100806,3154101,179686,32946,0662103049,BISTRIŢA-NĂSĂUD,,,94,GRĂDINIȚA CU PROGRAM NORMAL RAGLA,GRADINITA CU PROGRAM NORMAL RAGLA,RAGLA,,Principală,
,1862106413,1861100045,,79406,79415,1862106413,GORJ,,,0,GRADINITA CU PROGRAM PRELUNGIT BUSTUCHIN,GRADINITA CU PROGRAM PRELUNGIT BUSTUCHIN,BUSTUCHIN,,BUSTUCHIN,
34524867,3561206709,,3252862866,155243,155252,3561206709,TIMIŞ,45.75624725,21.2086585613707,14,GRADINITA CU PROGRAM NORMAL CASA SPERANTEI MUN.TIMISOARA,GRADINITA CU PROGRAM NORMAL CASA SPERANTEI MUN TIMISOARA,TIMIŞOARA,142773377,Fratii Buzesti,
,1962102493,1961104599,,85467,85519,1962102493,HARGHITA,,,115,ȘCOALA PRIMARĂ VIDACUT,SCOALA PRIMARA VIDACUT,VIDACUT,,PRINCIPALĂ,
,2262103127,2261106356,,97009,97027,2262103127,IAŞI,,,,"ȘCOALA GIMNAZIALĂ NR. 1, BÎRLEŞTI",SCOALA GIMNAZIALA NR 1 BIRLESTI,BÂRLEŞTI,,,
,0562105713,0561100147,1191088,27560,27579,0562105713,BIHOR,,,181A,GRĂDINIŢA CU PROGRAM NORMAL NR.1 BOROD,GRADINITA CU PROGRAM NORMAL NR 1 BOROD,BOROD,,Principala,
,0462208607,0461208575,,20821,20830,0462208607,BACĂU,,,1,SCOALA SANITARA POSTLICEALA COMANESTI,SCOALA SANITARA POSTLICEALA COMANESTI,COMĂNEŞTI,,LICEULUI,
4829916,1661105813,,478570,70940,70959,1661105813,DOLJ,,,259,"LICEUL TEORETIC ""ADRIAN PAUNESCU"" BARCA",LICEUL TEORETIC ADRIAN PAUNESCU BARCA,BÂRCA,,MIHAI VITEAZUL,
3228870,1181104065,,1100364,51010,51029,1181104065,CARAŞ-SEVERIN,,,1,CLUB SPORTIV ŞCOLAR CARANSEBEŞ,CLUB SPORTIV SCOLAR CARANSEBES,CARANSEBEŞ,,ALEEA ALUNISULUI,
,1062105605,1061103612,,44818,44827,1062105605,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL NR.4 MUNICIPIUL BUZĂU,GRADINITA CU PROGRAM NORMAL NR 4 MUNICIPIUL BUZAU,BUZĂU,,,
,1062102656,1061104495,,45334,45352,1062102656,BUZĂU,,,,GRĂDINIŢA CU PROGRAM NORMAL SAT SOREŞTI COMUNA BLĂJANI,GRADINITA CU PROGRAM NORMAL SAT SORESTI COMUNA BLAJANI,SOREŞTI,,,
,2262103154,2261105079,551750 ,98774,98783,2262103154,IAŞI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, RUGINOASA",GRADINITA CU PROGRAM NORMAL RUGINOASA,RUGINOASA,,,
,0162101602,0161102797,,1936,2014,0162101602,ALBA,,,18,SCOALA PRIMARA GALATI,SCOALA PRIMARA GALATI,GALAŢI,,PRINCIPALĂ,
,5162102215,5161103496,,94606,94633,5162102215,CĂLĂRAŞI,,,,GRADINITA PROG. NORMAL NR.2 FAUREI,GRADINITA PROG NORMAL NR 2 FAUREI,FĂUREI,,,
,1562101878,1561101299,,67906,67915,1562101878,DÂMBOVIŢA,,,132,ȘCOALA GIMNAZIALĂ NR.1 LUNGULEȚU,SCOALA GIMNAZIALA NR 1 LUNGULETU,LUNGULEŢU,,DOSITEI FILITTI,
,0162104894,0161103034,,5700,5737,0162104894,ALBA,,,190,GRADINITA CU PROGRAM NORMAL OBREJA,GRADINITA CU PROGRAM NORMAL OBREJA,OBREJA,,PRINCIPALĂ,
,1662102507,1661105424,,71858,71876,1662102507,DOLJ,,,,SCOALA GIMNAZIALA SMARDAN,SCOALA GIMNAZIALA SMARDAN,SMÂRDAN,,1877,
,3562104216,3561100049,,155243,155252,3562104216,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL NR.7 MUN.TIMISOARA,GRADINITA CU PROGRAM NORMAL NR 7 MUN TIMISOARA,TIMIŞOARA,,,
,1662101334,1661105252,,73102,73166,1662101334,DOLJ,,,,GRADINITA CU PROGRAM NORMAL NEGOIESTI,GRADINITA CU PROGRAM NORMAL NEGOIESTI,NEGOIEŞTI,,,
,3662101297,3661100604,,159730,159749,3662101297,TULCEA,,,53,GRĂDINIȚA CU PROGRAM NORMAL NR. 3 MĂCIN,GRADINITA CU PROGRAM NORMAL NR 3 MACIN,MĂCIN,,Vânători,
24427255,3261203629,,322217891,143619,143628,3261203629,SIBIU,,,13,"SCOALA GIMNAZIALA MONTESSORI ""ACOPEREMANTUL MAICII DOMNULUI"" MEDIAS",SCOALA GIMNAZIALA MONTESSORI ACOPEREMANTUL MAICII DOMNULUI MEDIAS,MEDIAŞ,,Piata Regele Ferdinand,
,1462102148,1461100865,460107,64826,64835,1462102148,COVASNA,,,636,"Grădinița cu Program Normal ""Pitypang"" Sânzieni",GRADINITA CU PROGRAM NORMAL PITYPANG SANZIENI,SÂNZIENI,,Principală,
,3962101632,3961100676,,175983,176007,3962101632,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL BICESTII DE JOS,GRADINITA CU PROGRAM NORMAL BICESTII DE JOS,BICEŞTII DE JOS,,Principala,
29175540,1861105742,,509874,82136,82145,1861105742,GORJ,,,,SCOALA GIMNAZIALA STANESTI,SCOALA GIMNAZIALA STANESTI,STĂNEŞTI,,,
,0762100569,0761104641,,38848,38857,0762100569,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR.1 ROMANESTI,GRADINITA CU PROGRAM NORMAL NR 1 ROMANESTI,ROMÂNEŞTI,,,
,1862104818,1861104596,180503307,77812,77821,1862104818,GORJ,,,,"GRADINITA CU PROGRAM NORMAL ""TUDOR VLADIMIRESCU"" (NR.26) TG-JIU",GRADINITA CU PROGRAM NORMAL TUDOR VLADIMIRESCU (NR 26) TG JIU,TÂRGU JIU,,,
5227978,1261103116,,120796570,55259,55268,1261103116,CLUJ,,,48,COLEGIUL TEHNIC TURDA,COLEGIUL TEHNIC TURDA,TURDA,,Basarabiei,
,2652102721,2671103967,,114854,114863,2652102721,MUREŞ,46.5990703,25.0694206,215,CLUBUL COPIILOR SOVATA,CLUBUL COPIILOR SOVATA,SOVATA,3711762877,PRINCIPALA,
29329010,1361100817,,130452071,60883,60892,1361100817,CONSTANŢA,,,37,LICEUL TEHNOLOGIC ’JEAN DINU’ ADAMCLISI,LICEUL TEHNOLOGIC JEAN DINU ADAMCLISI,ADAMCLISI,,TRAIAN,
,3362106135,3361102823,,147241,147269,3362106135,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL BRODINA DE JOS,GRADINITA CU PROGRAM NORMAL BRODINA DE JOS,BRODINA DE JOS,,,
,0462106322,0461107793,,25488,25497,0462106322,BACĂU,,,,GRADINITA CU PROGRAM NORMAL SOLONT,GRADINITA CU PROGRAM NORMAL SOLONT,SOLONŢ,,,
,2962101942,2961102405,636483,131210,131229,2962101942,PRAHOVA,,,2,"ȘCOALA GIMNAZIALĂ ""REGINA ELISABETA"", ORAȘUL BUȘTENI",SCOALA GIMNAZIALA REGINA ELISABETA ORASUL BUSTENI,BUŞTENI,,CRINULUI,
32367502,4061101471,,767921,179132,179178,4061101471,MUNICIPIUL BUCUREŞTI,44.3885875,26.0944661,3,"Școala Gimnazială ""Șerban-Vodă""",SCOALA GIMNAZIALA SERBAN VODA,BUCUREŞTI SECTORUL 4,2963941422,Ţuţea Petre,
,3062100916,3061101641,,137103,137112,3062100916,SATU MARE,,,337,GRĂDINIȚA CU PROGRAM NORMAL BÂRSĂU DE SUS,GRADINITA CU PROGRAM NORMAL BARSAU DE SUS,BÂRSĂU DE SUS,,PRINCIPALĂ,
