COD FISCAL,COD SIIIR,COD SIIIR SUP,COD SIRUES,SIRUTA LOC SUP,SIRUTA LOCALITATE,cod,judet,lat,lon,nr,nume,nume_ascii,oras,osm,safe,str,wikidata
33316922,4061102549,,791611,179132,179187,4061102549,MUNICIPIUL BUCUREŞTI,,,12,Grădinița nr. 269,GRADINITA NR 269,BUCUREŞTI SECTORUL 5,,0,Miculescu Constantin,
,1662101352,1661105252,,73102,73139,1662101352,DOLJ,,,,SCOALA PRIMARA BODAIESTII DE SUS,SCOALA PRIMARA,BODĂIEŞTII DE SUS,,0,,
,2462102869,2461101583,,107975,108008,2462102869,MARAMUREŞ,,,,SCOALA PRIMARA MARA,SCOALA PRI,MARA,,0,,
,0262101894,0261100192,319114,9887,9921,0262101894,ARAD,,,97,SCOALA PRIMARA TELA,SCOALA PRIMARA,ŢELA,,0,,
,2262102198,2261104494,553875,100004,100022,2262102198,IAŞI,,,,"ȘCOALA GIMNAZIALĂ, FRĂSULENI",SCOALA GENERALA,FRĂSULENI,,0,,
28494354,0661100738,,374009,32768,32777,0661100738,BISTRIŢA-NĂSĂUD,46.8762143651178,24.2428121044955,252,ȘCOALA GIMNAZIALĂ BUDEȘTI,SCOALA GENERALA,BUDEŞTI,,1,Principală,
,2062102925,2061100864,,87424,87497,2062102925,HUNEDOARA,45.752974921975,22.9770611696681,64,ŞCOALA PRIMARĂ NĂDĂŞTIA DE SUS,SCOALA PRIMARA,NĂDĂŞTIA DE SUS,,1,,
15057633,1661105677,,480793,73567,73576,1661105677,DOLJ,,,,SCOALA GIMNAZIALA OSTROVENI,SCOALA GENERALA,OSTROVENI,,0,,
,2862103484,2861100739,,125542,125551,2862103484,OLT,,,,GRADINITA CU PROGRAM NORMAL NR.2 CORABIA,GRADINITA CU PROGRAM NORMAL NR 2,CORABIA,,0,,
,0162105615,0161103165,,1874,1883,0162105615,ALBA,,,2,SCOALA PROFESIONALA DUALA SEBES,SCOALA PROFESIONALA DUALA,SEBEŞ,,0,STR.DORIN PAVEL,
18252450,3361102936,,968408,146584,146593,3361102936,SUCEAVA,,,22,"GRADINITA CU PROGRAM PRELUNGIT ""CASUTA PITICILOR"" GURA HUMORULUI",GRADINITA CU PROGRAM PRELUNGIT CASUTA PITICILOR,GURA HUMORULUI,,0,LCT.V.MARCEANU,
29362238,3861100922,,1125261,174254,174263,3861100922,VÂLCEA,,,,SCOALA GIMNAZIALA VOINEASA,SCOALA GENERALA,VOINEASA,,0,,
4420538,4061102011,,1182972,179132,179178,4061102011,MUNICIPIUL BUCUREŞTI,,,89,"Colegiul Tehnic ""Miron Nicolescu""",COLEGIUL TEHNIC MIRON NICOLESCU,BUCUREŞTI SECTORUL 4,,0,Metalurgiei,
,3762106079,3761105096,,166182,166191,3762106079,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1, SAT TANACU",GRADINITA CU PROGRAM NORMAL NR 1,TANACU,,0,,
17104855,1661105926,,1077165,69900,69919,1661105926,DOLJ,44.3335557600027,23.781706200847,,"GRADINITA CU PROGRAM PRELUNGIT ""PHOENIX"" CRAIOVA",GRADINITA CU PROGRAM PRELUNGIT PHOENIX,CRAIOVA,,1,,
,2062101829,2061100308,,90208,90244,2062101829,HUNEDOARA,,,,ŞCOALA PRIMARĂ PODELE,SCOALA PRIMARA,PODELE,,0,,
14226440,4061104316,,47262255,179132,179178,4061104316,MUNICIPIUL BUCUREŞTI,44.4175053,26.1066741,116,"Liceul Teologic Penticostal ""Emanuel""",LICEUL TEOLOGIC PENTICOSTAL EMANUEL,BUCUREŞTI SECTORUL 4,2730582965,0,Cuza Vodă,
,3762103004,3761107487,,163789,163823,3762103004,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT HORGA",GRADINITA CU PROGRAM NORMAL,HORGA,,0,,
,3962102782,3961100088,,176748,176775,3962102782,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL LAMOTESTI,GRADINITA CU PROGRAM NORMAL,LĂMOTEŞTI,,0,Principala,
,3862103676,3861100076,,173374,173436,3862103676,VÂLCEA,,,,GRADINITA CU PROGRAM NORMAL,GRADINITA CU PROGRAM NORMAL,GEAMĂNA,,0,,
,5162101571,5161100796,,105259,105277,5162101571,CĂLĂRAŞI,,,,GRADINITA CU PROGRAM NORMAL NR.3 CETATEA VECHE,GRADINITA CU PROGRAM NORMAL NR 3,CETATEA VECHE,,0,,
,1662102611,1661104355,,73068,73077,1662102611,DOLJ,,,,GRADINITA CU PROGRAM NORMAL MALU MARE,GRADINITA CU PROGRAM NORMAL,MALU MARE,,0,,
,3562104103,3561101561,,156669,156678,3562104103,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL COM.DENTA,GRADINITA CU PROGRAM NORMAL,DENTA,,0,,
,1862100271,1861105724,,78089,78123,1862100271,GORJ,,,,"SCOALA PRIMARA RUGI, TURCINESTI",SCOALA PRIMARA TURCINESTI,RUGI,,0,,
,0462104469,0461106028,,23975,24025,0462104469,BACĂU,,,,SCOALA PRIMARA POPOIU,SCOALA PRIMARA,POPOIU,,0,,
,1862103238,1861106155,,81415,81433,1862103238,GORJ,,,,"GRADINITA CU PROGRAM NORMAL BUCSANA, PRIGORIA",GRADINITA CU PROGRAM NORMAL PRIGORIA,BUCŞANA,,0,,
,3162101757,3161100498,,142426,142453,3162101757,SĂLAJ,,,38,ȘCOALA PRIMARĂ CIUMĂRNA,SCOALA PRIMARA,CIUMĂRNA,,0,Principală,
,3962105048,3961105428,,175260,175279,3962105048,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL BOGHESTI,GRADINITA CU PROGRAM NORMAL,BOGHEŞTI,,0,Principala,
17990069,1261103758,,120439732,58552,58561,1261103758,CLUJ,,,91,"ȘCOALA GIMNAZIALĂ MINTIU GHERLII, COM. MINTIU GHERLII",SCOALA GENERALA,MINTIU GHERLII,,0,,
,3362107258,3361103209,,147526,147544,3362107258,SUCEAVA,,,,SCOALA GIMNAZIALA CACICA,SCOALA GENERALA,CACICA,,0,,
16135764,3361100269,,691641,146432,146441,3361100269,SUCEAVA,,,,"SCOALA GIMNAZIALA ""DIMITRIE PACURARIU"" SCHEIA",SCOALA GENERALA DIMITRIE PACURARIU,ŞCHEIA,,0,,
,1162103027,1161103624,,51010,51029,1162103027,CARAŞ-SEVERIN,,,1 A,GRĂDINIŢA CU PROGRAM NORMAL NR.8 CARANSEBEŞ,GRADINITA CU PROGRAM NORMAL NR 8,CARANSEBEŞ,,0,ŞTEFAN JIANU,
,2562100499,2561102456,25589642,110116,110134,2562100499,MEHEDINŢI,,,35,ȘCOALA PRIMARĂ CIOCHIUȚA,SCOALA PRIMARA,CIOCHIUŢA,,0,CALEA SEVERINULUI,
,0462102508,0461106557,,23494,23635,0462102508,BACĂU,,,,GRADINITA CU PROGRAM NORMAL TEPOAIA,GRADINITA CU PROGRAM NORMAL,ŢEPOAIA,,0,,
,0462107029,0461108003,,26029,26047,0462107029,BACĂU,46.1201402010212,27.0619003179961,,SCOALA GIMNAZIALA CORNATEL,SCOALA GENERALA,CORNĂŢEL,,1,,
29212621,1061105008,,414586,48557,48566,1061105008,BUZĂU,,,,"ŞCOALA GIMNAZIALĂ ""VASILE VOICULESCU"" COMUNA PÂRSCOV",SCOALA GENERALA VASILE VOICULESCU,PÂRSCOV,,0,,
28255306,0661101427,,373952,32704,32713,0661101427,BISTRIŢA-NĂSĂUD,47.0813483803195,24.5348999999158,27,ȘCOALA GIMNAZIALĂ BUDACU DE JOS,SCOALA GENERALA,BUDACU DE JOS,,1,Principală,
,3262100397,3261101199,320674289,144152,144170,3262100397,SIBIU,46.2029796539752,24.2278781913551,0,SCOALA GIMNAZIALA BOIAN,SCOALA GENERALA,BOIAN,,1,Principala,
29335047,1361100966,,130454005,60776,60785,1361100966,CONSTANŢA,,,6,ŞCOALA GIMNAZIALĂ NR. 1 CERNAVODĂ,SCOALA GENERALA NR 1,CERNAVODĂ,,0,SALCIEI,
,1362104355,1361101438,,61283,61309,1362104355,CONSTANŢA,,,16,ŞCOALA GIMNAZIALĂ NR. 2 CIOCÂRLIA DE SUS,SCOALA GENERALA NR 2,CIOCÂRLIA DE SUS,,0,VENUS,
,3362106004,3361103394,,146281,146316,3362106004,SUCEAVA,47.6175943006421,26.2788493193131,,SCOALA PRIMARA TISAUTI,SCOALA PRIMARA,TIŞĂUŢI,,1,,
,0462106218,0461106001,,20466,20484,0462106218,BACĂU,,,,GRADINITA CU PROGRAM NORMAL BARATI,GRADINITA CU PROGRAM NORMAL,BARAŢI,,0,,
,2662103252,2661108343,,117827,117863,2662103252,MUREŞ,46.4496097387837,24.2305991470497,62,ȘCOALA GIMNAZIALĂ LECHINȚA,SCOALA GENERALA,LECHINŢA,,1,PRINCIPALA,
,0762102413,0761100153,39040503,38633,38651,0762102413,BOTOŞANI,,,,GRADINITA CU PROGRAM NORMAL NR. 2 MIORCANI,GRADINITA CU PROGRAM NORMAL NR 2,MIORCANI,,0,,
12567662,0561101546,,365307,26564,26573,0561101546,BIHOR,47.0685065,21.9279278066478,25,"ȘCOALA GIMNAZIALĂ ""DACIA"" ORADEA",SCOALA GENERALA DACIA,ORADEA,3531111,0,Bdul Dacia,
,0662102066,0661101255,373500,34903,34967,0662102066,BISTRIŢA-NĂSĂUD,,,121,GRĂDINIȚA CU PROGRAM NORMAL ȘIEU-SFÎNTU,GRADINITA CU PROGRAM NORMAL SIEU SFINTU,ŞIEU-SFÂNTU,,0,Principală,
4512216,0661100082,,792378,32544,32553,0661100082,BISTRIŢA-NĂSĂUD,47.2823925603388,24.40996637247,1,"COLEGIUL SILVIC ""TRANSILVANIA"" NĂSĂUD",COLEGIUL SILVIC TRANSILVANIA,NĂSĂUD,,1,Gării,
,2662108049,2661104728,,119858,119867,2662108049,MUREŞ,,,141,GRĂDINIȚA CU PROGRAM NORMAL TĂURENI,GRADINITA CU PROGRAM NORMAL,TĂURENI,,0,SCOLII,
16627074,4061206587,,406961036,179132,179187,4061206587,MUNICIPIUL BUCUREŞTI,44.42644105,26.0667942568532,7,"Grădiniţa cu Program Prelungit ""Adnan""",GRADINITA CU PROGRAM PRELUNGIT ADNAN,BUCUREŞTI SECTORUL 5,251406095,0,Buturugeni,
12599168,3051101505,,6641040,136526,136535,3051101505,SATU MARE,,,6,CLUBUL ELEVILOR CAREI,CLUBUL ELEVILOR,CAREI,,0,KAFKA MARGIT,
18999805,3461101228,,699227,153384,153393,3461101228,TELEORMAN,,,,ȘCOALA GIMNAZIALĂ MOȘTENI (MOȘTENI),SCOALA GENERALA (),MOŞTENI,,0,,
,0462103301,0461104614,,21007,21043,0462103301,BACĂU,46.4728956260862,26.2399283030566,,SCOALA GIMNAZIALA COTUMBA,SCOALA GENERALA,COTUMBA,,1,,
,0462103459,0461108292,,21338,21383,0462103459,BACĂU,,,,SCOALA PRIMARA ROMANESTI,SCOALA PRIMARA,ROMÂNEŞTI,,0,,
3860425,0761105045,,983575,36006,36015,0761105045,BOTOŞANI,47.9404956389431,26.4076559648925,112,"LICEUL ""REGINA MARIA"" DOROHOI",LICEUL REGINA MARIA,DOROHOI,,1,B -DUL VICTORIEI,
,0662103334,0661101436,990865,34985,34994,0662103334,BISTRIŢA-NĂSĂUD,,,580,GRĂDINIȚA CU PROGRAM PRELUNGIT TEACA,GRADINITA CU PROGRAM PRELUNGIT,TEACA,,0,Viilor,
29110915,3561106521,,711348,155243,155252,3561106521,TIMIŞ,45.72493645,21.2099272002266,1,SCOALA GIMNAZIALA NR.15 MUN.TIMISOARA,SCOALA GENERALA NR 15,TIMIŞOARA,155226648,0,str.Chisodei,
,3762105883,3761105015,,167240,166477,3762105883,VASLUI,46.801982651404,27.3651592437175,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT RAFAILA",GRADINITA CU PROGRAM NORMAL,RAFAILA,,1,,
,1462100969,1461100413,460808,63866,63884,1462100969,COVASNA,,,113,Școala Primară Belin Vale,SCOALA PRIMARA,BELIN-VALE,,0,Principală,
,3462101775,3461103845,,152868,152895,3462101775,TELEORMAN,,,,GRĂDINIȚA CU PROGRAM NORMAL NR. 2 VĂCĂREȘTI,GRADINITA CU PROGRAM NORMAL NR 2,VĂCĂREŞTI,,0,,
,2362100118,2361102233,,105936,105963,2362100118,ILFOV,44.2590624273046,26.1736747353962,169,ȘCOALA GIMNAZIALĂ NR. 3 SINTEŞTI,SCOALA GENERALA NR 3,SINTEŞTI,,1,PRINCIPALĂ,
,3862103495,3861105131,,168452,168522,3862103495,VÂLCEA,,,,SCOALA GIMNAZIALA OTETELISU,SCOALA GENERALA,OTETELIŞU,,0,,
,3762102369,3761104665,,165719,165746,3762102369,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT CRĂCIUNEȘTI",GRADINITA CU PROGRAM NORMAL,CRĂCIUNEŞTI,,0,,
,3762105666,3761107614,,167179,167213,3762105666,VASLUI,46.2618751829188,27.7010057941194,,"ȘCOALA PRIMARĂ, SAT SIMILA",SCOALA PRIMARA,SIMILA,,1,,
28996326,2051100877,,530964,86990,87004,2051100877,HUNEDOARA,,,79,CLUBUL COPIILOR ȘI ELEVILOR PETROȘANI,CLUBUL COPIILOR SI ELEVILOR,PETROŞANI,,0,1 Decembrie 1918,
,1462101726,1461100173,989000,63688,63704,1462101726,COVASNA,45.5881566017453,26.1472910179799,1227,Grădinița cu Program Normal Crasna,GRADINITA CU PROGRAM NORMAL,CRASNA,,1,Principală,
,2462102263,2461100103,,106559,106568,2462102263,MARAMUREŞ,,,,SCOALA GIMNAZIALA NR. 7 SIGHETU MARMATIEI,SCOALA GENERALA NR 7,SIGHETU MARMAŢIEI,,0,SUGAU NR.49,
,0162101864,0161102933,,1017,1044,0162101864,ALBA,46.0811763023829,23.5717953217539,25,GRĂDINIŢA CU PROGRAM NORMAL MICEŞTI,GRADINITA CU PROGRAM NORMAL,MICEŞTI,,1,SCARISOARA,
,1962103381,1961104432,520892,85412,85421,1962103381,HARGHITA,46.7977054461215,25.4267097138928,,"ȘCOALA GIMNAZIALĂ ""BALÁS JENŐ"" REMETEA CIUTAC",SCOALA GENERALA BALAS JENŐ CIUTAC,REMETEA,,1,REMETEA CIUTAC,
,0762100361,0761104772,,38063,38107,0762100361,BOTOŞANI,,,,SCOALA GIMNAZIALA NR. 1 CATAMARESTI-DEAL,SCOALA GENERALA NR 1,CĂTĂMĂREŞTI-DEAL,,0,CATAMARESTI-DEAL,
,3762100792,3761107433,,166137,166155,3762100792,VASLUI,46.307319627328,27.8717522173684,,"ȘCOALA PRIMARĂ ""NATALIA ȘI DUMITRU CIOBANU"", SAT FEDEȘTI",SCOALA PRIMARA NATALIA SI DUMITRU CIOBANU,FEDEŞTI,,1,,
,1662100758,1661104328,,71536,71554,1662100758,DOLJ,,,,SCOALA GIMNAZIALA CLEANOV,SCOALA GENERALA,CLEANOV,,0,,
,2762101253,2761102539,,121876,121929,2762101253,NEAMŢ,,,,"ȘCOALA PRIMARĂ IUCŞA, COMUNA BOZIENI",SCOALA PRIMARA COMUNA BOZIENI,IUCŞA,,0,SCOLII,
,3062100812,3061101849,,137130,137176,3062100812,SATU MARE,,,99,ȘCOALA PRIMARĂ SER,SCOALA PRIMARA,SER,,0,PRINCIPALA,
,1362104685,1361100523,,60482,63205,1362104685,CONSTANŢA,,,1,ŞCOALA GIMNAZIALĂ NR. 4 NEPTUN,SCOALA GENERALA NR 4,NEPTUN,,0,PLOPILOR,
,0562106198,0561108526,1193816,31878,31912,0562106198,BIHOR,,,,GRĂDINIȚA CU PROGRAM NORMAL NR.3 TELECHIU,GRADINITA CU PROGRAM NORMAL NR 3,TELECHIU,,0,"sat Telechiu,nr.116",
,3562103554,3561101846,,158136,158163,3562103554,TIMIŞ,,,9,SCOALA PRIMARA FARASESTI COM.PIETROASA,SCOALA PRIMARA COM PIETROASA,FĂRĂŞEŞTI,,0,PRINCIPALA,
21529331,2961103035,,1198141,131817,131826,2961103035,PRAHOVA,45.1916203266759,26.0440121382839,13,"LICEUL TEHNOLOGIC AGROMONTAN ""ROMEO CONSTANTINESCU"", ORAȘUL VĂLENII DE MUNTE",LICEUL TEHNOLOGIC AGROMONTAN ROMEO CONSTANTINESCU,VĂLENII DE MUNTE,,1,BRAZILOR,
17104766,1661104789,,486307,69900,69919,1661104789,DOLJ,44.3211725078644,23.8109977846921,,"GRADINITA CU PROGRAM PRELUNGIT ""PETRACHE POENARU"" CRAIOVA",GRADINITA CU PROGRAM PRELUNGIT PETRACHE POENARU,CRAIOVA,,1,,
,2662106852,2661104678,,114710,114774,2662106852,MUREŞ,46.4691887666961,24.0902545705508,1,GRĂDINIŢA CU PROGRAM NORMAL GHEJA,GRADINITA CU PROGRAM NORMAL,GHEJA,,1,MAGUREI,
,1862101272,1861106119,,79308,79353,1862101272,GORJ,45.1646177680853,23.3911264042595,,"SCOALA PRIMARA TETILA, BUMBESTI-JIU",SCOALA PRIMARA BUMBESTI JIU,TETILA,,1,,
,5262100415,5261101262,,105874,105883,5262100415,GIURGIU,44.2212364348832,26.2561605276825,,SCOALA PRIMARA NR.3 OBEDENI,SCOALA PRIMARA NR 3 OBEDENI,VĂRĂŞTI,,1,,
,3462103293,3461101056,,153972,153981,3462103293,TELEORMAN,,,2,GRĂDINIȚA CU PROGRAM NORMAL NR. 1 SĂCENI,GRADINITA CU PROGRAM NORMAL NR 1,SĂCENI,,0,DUNĂRII,
,3762101341,3761105191,,165611,165700,3762101341,VASLUI,46.6899751868302,27.3182737220414,,"ȘCOALA PRIMARĂ, SAT TOPORĂȘTI",SCOALA PRIMARA,TOPORĂŞTI,,1,,
28637179,3661100762,,718700,159883,159892,3661100762,TULCEA,,,15,ŞCOALA GIMNAZIALĂ C.A.ROSETTI,SCOALA GENERALA,C.A. ROSETTI,,0,Păcii,
,1062105519,1061100021,,47006,47042,1062105519,BUZĂU,,,,ȘCOALA PRIMARĂ SAT LIVADA COMUNA GREBĂNU,SCOALA PRIMARA SAT LIVADA COMUNA GREBANU,LIVADA MICĂ,,0,,
33610021,0361204609,,32053752,13169,13178,0361204609,ARGEŞ,,,,"GRĂDINIŢA CU PROGRAM PRELUNGIT ""PITICOT BARBĂ-COT""",GRADINITA CU PROGRAM PRELUNGIT PITICOT BARBA COT,PITEŞTI,,0,,
,3562105583,3561100058,,156213,156240,3562105583,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL IECEA MICA COM.CARPINIS,GRADINITA CU PROGRAM NORMAL COM CARPINIS,IECEA MICĂ,,0,,
,3962104549,3961100997,,176551,176588,3962104549,VRANCEA,,,1,SCOALA PRIMARA DEALU SARII,SCOALA PRIMARA,DEALU SĂRII,,0,Principala,
,1962105763,1961104527,,83525,83534,1962105763,HARGHITA,,,43,ȘCOLALA PRIMARĂ TIMAFALVA,SCOLALA PRIMARA TIMAFALVA,CRISTURU SECUIESC,,0,TIMAFALVI,
,1962102389,1961104319,520531,84264,84291,1962102389,HARGHITA,,,94,"ȘCOALA GIMNAZIALĂ ""SZENT ISTVÁN"" SÂNCRAI",SCOALA GENERALA SZENT ISTVAN,SÂNCRAI,,0,PRINCIPALĂ,
,1462101016,1461100363,459885,65139,64513,1462101016,COVASNA,,,255,"Grădinița cu Program Normal ""Törpike"" Micfalău",GRADINITA CU PROGRAM NORMAL TÖRPIKE,MICFALĂU,,0,Csere,
,0162105502,0161103319,,7865,7874,0162105502,ALBA,,,,GRADINITA CU PROGRAM NORMAL SONA,GRADINITA CU PROGRAM NORMAL,ŞONA,,0,,
,1062102231,1061104613,,44863,44890,1062102231,BUZĂU,,,,ŞCOALA PRIMARĂ DULBANU COMUNA AMARU,SCOALA PRIMARA COMUNA AMARU,DULBANU,,0,,
,1162102487,1161103927,,50790,50807,1162102487,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL „PRICHINDELUL“ REŞIŢA,GRADINITA CU PROGRAM NORMAL PRICHINDELUL,REŞIŢA,,0,,
,1862102065,1861106309,,79077,79148,1862102065,GORJ,,,,"GRADINITA CU PROGRAM NORMAL NR.2 VALEA, BOLBOSI",GRADINITA CU PROGRAM NORMAL NR 2 BOLBOSI,VALEA,,0,,
14845056,5161103383,,568650,100610,100629,5161103383,CĂLĂRAŞI,,,,"SCOALA GIMNAZIALA ""ALEXANDRU VLAHUTA"" OLTENITA",SCOALA GENERALA ALEXANDRU VLAHUTA,OLTENIŢA,,0,,
,1862104388,1861105891,,78329,78418,1862104388,GORJ,,,,"SCOALA PRIMARA CERAT, TG-CARBUNESTI",SCOALA PRIMARA CERAT TG CARBUNESTI,POJOGENI,,0,,
,3062102764,3061101528,,136526,136535,3062102764,SATU MARE,,,2,GRĂDINIȚA CU PROGRAM PRELUNGIT NR. 9 CAREI,GRADINITA CU PROGRAM PRELUNGIT NR 9,CAREI,,0,NICOLAE TITULESCU,
,0862104056,0861101989,,40198,40205,0862104056,BRAŞOV,,,,Grădinița cu Program Normal Nr. 12A Brașov,GRADINITA CU PROGRAM NORMAL NR 12A,BRAŞOV,,0,,
,3062102945,3061101813,,138501,138510,3062102945,SATU MARE,,,204,GRĂDINIȚA CU PROGRAM PRELUNGIT PETREȘTI,GRADINITA CU PROGRAM PRELUNGIT,PETREŞTI,,0,PRINCIPALĂ,
4038733,3061101329,,831136,138280,138299,3061101329,SATU MARE,,,2,"GRĂDINIȚA CU PROGRAM SĂPTĂMÂNAL ""FLOAREA DE LOTUS"" ODOREU",GRADINITA CU PROGRAM SAPTAMANAL FLOAREA DE LOTUS,ODOREU,,0,PIONIERILOR,
,1062101456,1061106312,,49313,49386,1062101456,BUZĂU,,,,ŞCOALA PRIMARĂ sat GRABICINA DE JOS COMUNA SCORŢOASA,SCOALA PRIMARA COMUNA SCORTOASA,GRABICINA DE JOS,,0,,
,1882106554,1861105493,,77812,77821,1882106554,GORJ,45.0238896,23.2715272,100,LICEUL CU PROGRAM SPORTIV,LICEUL CU PROGRAM SPORTIV,TÂRGU JIU,1891474652,0,STR 23 AUGUST,
23198650,0461104614,,343402,21007,21016,0461104614,BACĂU,46.4728956260862,26.2399283030566,,SCOALA GIMNAZIALA AGAS,SCOALA GENERALA,AGĂŞ,,1,,
14136755,2361101743,,400767062,179481,179490,2361101743,ILFOV,44.5509702276145,26.0708162062165,4,"LICEUL TEORETIC ""IOAN PETRUŞ""",LICEUL TEORETIC IOAN PETRUS,OTOPENI,,1,23.aug,
,1162100422,1161103859,423329,52160,52286,1162100422,CARAŞ-SEVERIN,45.0388647024418,22.4146320224785,NU ARE,ŞCOALA PRIMARĂ DOBRAIA,SCOALA PRIMARA,DOBRAIA,,1,NU ARE,
,0162100646,0161100117,,9019,4124,0162100646,ALBA,,,,GRADINITA CU PROGRAM NORMAL CUT,GRADINITA CU PROGRAM NORMAL,CUT,,0,,
,3962103001,3961100061,,176150,176169,3962103001,VRANCEA,,,1,GRADINITA CU PROGRAM NORMAL NR.1 FITIONESTI,GRADINITA CU PROGRAM NORMAL NR 1,FITIONEŞTI,,0,Principala,
17378869,0961102609,,1186057,43563,43572,0961102609,BRĂILA,,,32,"LICEUL TEHNOLOGIC ""M.BASARAB"" MĂXINENI",LICEUL TEHNOLOGIC M BASARAB,MĂXINENI,,0,PR. ILIE POSTOLACHE,
17502222,2761101696,,613962,120860,120879,2761101696,NEAMŢ,46.9290099377428,26.9366062362048,27,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"", MUNICIPIUL ROMAN",SCOALA GENERALA MIHAI EMINESCU,ROMAN,,1,MIHAI EMINESCU,
,3562105271,3561100682,,159142,159204,3562105271,TIMIŞ,,,,GRADINITA CU PROGRAM NORMAL SANMARTINUL MAGHIAR COM.UIVAR,GRADINITA CU PROGRAM NORMAL SANMARTINUL MAGHIAR COM UIVAR,SÂNMARTINU MAGHIAR,,0,,
12583595,0561101157,,363787,30871,30880,0561101157,BIHOR,,,40,ŞCOALA GIMNAZIALĂ NR. 1 SĂCĂDAT,SCOALA GENERALA NR 1,SĂCĂDAT,,0,Principala,
,1162100399,1161104299,9999,54305,54332,1162100399,CARAŞ-SEVERIN,,,,GRĂDINIŢA CU PROGRAM NORMAL SECĂŞENI,GRADINITA CU PROGRAM NORMAL,SECĂŞENI,,0,,
5528270,1261103152,,121120833,55259,55268,1261103152,CLUJ,,,5E,"GRĂDINIȚA CU PROGRAM PRELUNGIT ""SFÂNTA MARIA"" TURDA",GRADINITA CU PROGRAM PRELUNGIT SFANTA MARIA,TURDA,,0,Calea Victoriei,
,5162102007,5161103433,,100638,100656,5162102007,CĂLĂRAŞI,44.142724556643,26.5981803097402,,GRADINITA PROG. NORMAL NR.3 CLATESTI,GRADINITA CU PROGRAM NORMAL NR 3,CLĂTEŞTI,,1,,
,2662103641,2661105159,,119386,119395,2662103641,MUREŞ,46.5575429510382,24.1419401635846,15,GRĂDINIȚA CU PROGRAM NORMAL SÂNGER,GRADINITA CU PROGRAM NORMAL,SÂNGER,,1,PRINCIPALA,
,2262102854,2261104666,,95792,95845,2262102854,IAŞI,47.2107429145631,27.1463226966817,,"ȘCOALA PRIMARĂ, PODIȘU",SCOALA PRIMARA,PODIŞU,,1,,
,3962102235,3961100111,,178046,178108,3962102235,VRANCEA,,,1,SCOALA PRIMARA TRESTIENI,SCOALA PRIMARA,TRESTIENI,,0,Principala,
,0862103471,0861100509,,40633,40679,0862103471,BRAŞOV,45.5265908008598,25.3625120701737,,Școala Gimnazială Șimon,SCOALA GENERALA,ŞIMON,,1,IANCU GONTEA,
4829860,4061103835,,769515,179132,179169,4061103835,MUNICIPIUL BUCUREŞTI,44.4303316,26.1703096,9,Grădinița nr. 154,GRADINITA NR 154,BUCUREŞTI SECTORUL 3,2407411254,0,Barajul Uzului,
26061907,2361202611,,234183185,105419,105446,2361202611,ILFOV,,,50,"Şcoala Primară ""Junior School"" Ştefăneştii de Jos",SCOALA PRIMARA JUNIOR SCHOOL STEFANESTII DE JOS,ŞTEFĂNEŞTII DE SUS,,0,Şoseaua de Centură,
16081613,3361100147,,689820,149931,149940,3361100147,SUCEAVA,47.5236302830701,25.4631906416928,,SCOALA GIMNAZIALA POJORATA,SCOALA GENERALA,POJORÂTA,,1,,
,1162104557,1161103814,,52990,53014,1162104557,CARAŞ-SEVERIN,,,136,ŞCOALA PRIMARĂ GREONI,SCOALA PRIMARA,GREONI,,0,PRINCIPALĂ,
,3062102099,3061101754,,136599,136624,3062102099,SATU MARE,,,452,GRĂDINIȚA CU PROGRAM NORMAL TUR,GRADINITA CU PROGRAM NORMAL,TUR,,0,PRINCIPALA,
,3662100952,3661100848,,161384,161455,3662100952,TULCEA,,,57,ȘCOALA PRIMARĂ SÂMBĂTA NOUĂ,SCOALA PRIMARA,SÂMBĂTA NOUĂ,,0,01.mai,
,2462102132,2461100591,,106318,106327,2462102132,MARAMUREŞ,,,84,GRADINITA CU PROGRAM NORMAL NR. 31 BAIA MARE,GRADINITA CU PROGRAM NORMAL NR 31,BAIA MARE,,0,Grănicerilor,
,5262101669,5261101556,,101662,101680,5262101669,GIURGIU,,,NR.1,GRĂDINIȚA CU PROGRAM NORMAL NR.5 BRĂNIȘTARI,GRADINITA CU PROGRAM NORMAL NR 5,BRĂNIŞTARI,,0,STR.PRINCIPALA,
,3762101947,3761104204,,162381,162443,3762101947,VASLUI,,,,"GRĂDINIȚA CU PROGRAM NORMAL, SAT VOVRIEȘTI",GRADINITA CU PROGRAM NORMAL,VOVRIEŞTI,,0,,
,3362107403,3361100269,,146432,146478,3362107403,SUCEAVA,,,,GRADINITA CU PROGRAM NORMAL SFANTU ILIE,GRADINITA CU PROGRAM NORMAL,SFÂNTU ILIE,,0,,
